1.99944e+00 -1.74411e+00 -4.19837e-06 -2.54555e-01 -1.21596e+01 1.98914e+00 4.84987e-02 8.30216e+00 -3.84240e-02 2.92797e-03 -2.46885e-03 2.99852e-02 -3.33234e-02 -1.24088e-01 3.07136e-02 -3.02153e-02 -2.42402e-01 1.76156e-01 -3.16249e-03 1.66898e-01 -1.49288e-01 1.33885e+00 -8.41582e-02 1.60881e-02 -8.59199e+00 2.93563e+00 8.01356e-01 1.61193e+00 -5.96241e-02 -6.63205e-01 -1.33761e+00 1.14323e+01 3.36227e-03 6.89421e-02 -2.63844e-03 -5.68044e-02 2.05319e-03 1.11914e-01 -3.33423e-03 -1.71904e-01 -9.88818e-01 6.01629e-02 4.08735e-03 -2.89507e-02 4.58972e-03 -3.49434e-02 -2.09553e+00 -4.25457e-03 2.09181e+00 -2.08546e+00 4.12259e-01 -5.91257e-02 -2.06487e-01 -8.86673e-01 1.95750e-01 -1.13268e-01 1.88086e-03 -7.45305e-03 5.66274e-03 -1.48853e-01 -1.87747e+00 6.75039e-02 -5.23949e-02 1.47229e-01 -1.26011e-01 -1.24507e-02 4.14378e-03 -3.10972e-02 -1.54070e+00 4.63096e-03 -2.64188e-03 -3.59044e-02 -1.26647e+00 2.99560e-02 -2.88141e-02 -5.74850e-02 5.87259e-03 -1.45923e-05 8.72415e-07 -3.53378e-07 9.54274e-07 2.13082e-06 1.14675e-02 3.32704e-01 -1.51520e+00 1.35138e+00 -2.00295e-01 -9.41282e-03 2.76155e-03 3.72056e-02 -7.22476e-03 -5.41789e-02 2.30740e-01 -6.31729e-05 4.54495e-02 2.80200e-05 5.32046e-01 2.39712e+00 -4.57247e-01 -1.41914e-03 1.76185e-01 -1.71208e-01 -1.36957e-01 1.17797e-01 1.46133e-03 -9.30892e-03 -1.26483e-01 4.59231e-03 9.96928e-02 -3.50364e-02 5.43575e-03 -2.05323e-03 1.77942e-03 1.17853e-03 1.55847e-03 1.69066e-03 -1.07040e-03 3.78969e-02 3.85534e-02
-1.74411e+00 1.52141e+00 3.66150e-06 2.22020e-01 1.06070e+01 -1.73512e+00 -4.23142e-02 -7.24148e+00 3.35256e-02 -2.55365e-03 2.15333e-03 -2.61645e-02 2.90690e-02 1.08349e-01 -2.67926e-02 2.63580e-02 2.11563e-01 -1.53750e-01 2.76052e-03 -1.45681e-01 1.30311e-01 -1.16800e+00 7.34078e-02 -1.40316e-02 7.49570e+00 -2.56072e+00 -6.99094e-01 -1.40621e+00 5.20102e-02 5.78504e-01 1.16691e+00 -9.97376e+00 -2.93587e-03 -6.03267e-02 2.28677e-03 4.92528e-02 -1.78655e-03 -9.84417e-02 2.90906e-03 1.50223e-01 8.63903e-01 -5.25893e-02 -3.57187e-03 2.52965e-02 -4.01077e-03 3.05296e-02 1.82918e+00 3.71423e-03 -1.82592e+00 1.82038e+00 -3.59916e-01 5.16382e-02 1.80429e-01 7.74510e-01 -1.71045e-01 9.89822e-02 -1.64026e-03 6.50392e-03 -4.94111e-03 1.29954e-01 1.63884e+00 -5.89502e-02 4.57585e-02 -1.28536e-01 1.09999e-01 1.08519e-02 -3.61181e-03 2.71491e-02 1.34460e+00 -4.04413e-03 2.30634e-03 3.13386e-02 1.10511e+00 -2.61467e-02 2.51495e-02 5.01302e-02 -5.12143e-03 1.27409e-05 -7.61828e-07 3.08701e-07 -8.33438e-07 -1.86041e-06 -1.00009e-02 -2.90393e-01 1.32236e+00 -1.17937e+00 1.74825e-01 8.20349e-03 -2.40684e-03 -3.24679e-02 6.30479e-03 4.72728e-02 -2.01290e-01 5.51324e-05 -3.96528e-02 -2.44826e-05 -4.64291e-01 -2.09186e+00 3.99019e-01 1.23843e-03 -1.53710e-01 1.49367e-01 1.19507e-01 -1.02791e-01 -1.27531e-03 8.10108e-03 1.10245e-01 -4.02899e-03 -8.73773e-02 3.05619e-02 -4.74108e-03 1.77895e-03 -1.53852e-03 -1.06172e-03 -1.35181e-03 -1.46500e-03 9.33781e-04 -3.31266e-02 -3.37004e-02
-4.19837e-06 3.66150e-06 9.02168e-12 5.35211e-07 2.57139e-05 -4.17791e-06 -1.00842e-07 -1.74322e-05 7.97556e-08 -6.10213e-09 5.14991e-09 -6.22661e-08 7.06138e-08 2.54468e-07 -6.50739e-08 6.40232e-08 5.16048e-07 -3.74090e-07 6.72805e-09 -3.56781e-07 3.19112e-07 -2.81536e-06 1.77774e-07 -3.41882e-08 1.80676e-05 -6.27116e-06 -1.68139e-06 -3.38758e-06 1.26413e-07 1.40754e-06 2.81276e-06 -2.40404e-05 -6.79969e-09 -1.43715e-07 4.99473e-09 1.07076e-07 -4.18266e-09 -2.53698e-07 7.01679e-09 3.69671e-07 2.14551e-06 -1.31382e-07 -8.80532e-09 6.20712e-08 -9.92039e-09 7.41287e-08 4.41042e-06 9.05779e-09 -4.40275e-06 4.38968e-06 -8.66552e-07 1.23709e-07 4.25170e-07 1.86774e-06 -4.03244e-07 2.32835e-07 -3.90426e-09 1.56253e-08 -1.18849e-08 3.09657e-07 3.97413e-06 -1.38827e-07 1.07553e-07 -3.06335e-07 2.64581e-07 2.50633e-08 -8.43218e-09 6.51763e-08 3.27975e-06 -9.50940e-09 5.55898e-09 7.66873e-08 2.72587e-06 -6.39702e-08 6.16215e-08 1.20153e-07 -1.22492e-08 3.10500e-11 -1.85957e-12 7.55616e-13 -2.03356e-12 -4.53699e-12 -2.39376e-08 -7.48429e-07 3.37891e-06 -2.98329e-06 4.48272e-07 1.88722e-08 -5.61308e-09 -8.06718e-08 1.56694e-08 1.12462e-07 -4.80234e-07 1.28682e-10 -9.44738e-08 -5.37889e-11 -1.15226e-06 -5.19118e-06 9.90513e-07 3.07727e-09 -3.71111e-07 3.60587e-07 2.89813e-07 -2.49269e-07 -3.07543e-09 1.86490e-08 2.62963e-07 -9.82737e-09 -2.20658e-07 7.36961e-08 -1.14096e-08 5.35776e-09 -4.91106e-09 2.80921e-10 -3.93911e-09 -4.39617e-09 2.24440e-09 -7.84116e-08 -7.97735e-08
-2.54555e-01 2.22020e-01 5.35211e-07 3.24363e-02 1.54794e+00 -2.53242e-01 -6.16598e-03 -1.05746e+00 4.88376e-03 -3.73189e-04 3.14570e-04 -3.80931e-03 4.24139e-03 1.56927e-02 -3.90903e-03 3.84557e-03 3.07437e-02 -2.23371e-02 4.00734e-04 -2.11525e-02 1.89190e-02 -1.70331e-01 1.07176e-02 -2.05026e-03 1.09296e+00 -3.73751e-01 -1.01952e-01 -2.05094e-01 7.59059e-03 8.44416e-02 1.70174e-01 -1.45414e+00 -4.25154e-04 -8.58946e-03 3.50706e-04 7.53107e-03 -2.65858e-04 -1.34285e-02 4.23888e-04 2.16139e-02 1.24523e-01 -7.54976e-03 -5.13881e-04 3.64281e-03 -5.77144e-04 4.40025e-03 2.65546e-01 5.38682e-04 -2.65076e-01 2.64271e-01 -5.21839e-02 7.46482e-03 2.59809e-02 1.11822e-01 -2.46315e-02 1.42436e-02 -2.39881e-04 9.46254e-04 -7.19445e-04 1.88421e-02 2.37898e-01 -8.52825e-03 6.61671e-03 -1.86372e-02 1.59638e-02 1.59417e-03 -5.30413e-04 3.93611e-03 1.95496e-01 -5.85085e-04 3.34519e-04 4.55173e-03 1.60865e-01 -3.79758e-03 3.65334e-03 7.33266e-03 -7.48904e-04 1.84571e-06 -1.10248e-07 4.45394e-08 -1.20465e-07 -2.69582e-07 -1.46220e-03 -4.21736e-02 1.92223e-01 -1.71470e-01 2.53878e-02 1.20584e-03 -3.53668e-04 -4.72286e-03 9.17090e-04 6.88535e-03 -2.93619e-02 8.01680e-06 -5.77930e-03 -3.52748e-06 -6.75428e-02 -3.04315e-01 5.80464e-02 1.80144e-04 -2.24071e-02 2.17751e-02 1.73973e-02 -1.49601e-02 -1.85462e-04 1.20434e-03 1.61892e-02 -5.61572e-04 -1.22761e-02 4.46099e-03 -6.92572e-04 2.73273e-04 -2.39977e-04 -1.16912e-04 -2.05921e-04 -2.24838e-04 1.36202e-04 -4.75603e-03 -4.83847e-03
-1.21596e+01 1.06070e+01 2.57139e-05 1.54794e+00 7.41873e+01 -1.20987e+01 -2.94168e-01 -5.05156e+01 2.32950e-01 -1.77349e-02 1.49645e-02 -1.81909e-01 2.04575e-01 7.55010e-01 -1.88546e-01 1.85492e-01 1.49031e+00 -1.08218e+00 1.94439e-02 -1.02776e+00 9.19315e-01 -8.16102e+00 5.14218e-01 -9.85614e-02 5.23786e+01 -1.79746e+01 -4.88590e+00 -9.84401e+00 3.64799e-01 4.06273e+00 8.15345e+00 -6.96995e+01 -2.02982e-02 -4.26103e-01 1.50665e-02 3.28809e-01 -1.17428e-02 -7.38698e-01 2.04234e-02 1.06714e+00 6.13874e+00 -3.76405e-01 -2.53826e-02 1.79299e-01 -2.85230e-02 2.15543e-01 1.27961e+01 2.60576e-02 -1.27735e+01 1.27349e+01 -2.51807e+00 3.61125e-01 1.25899e+00 5.43341e+00 -1.19364e+00 6.90361e-01 -1.14328e-02 4.55448e-02 -3.46061e-02 9.09244e-01 1.15079e+01 -4.10987e-01 3.18833e-01 -8.99374e-01 7.71593e-01 7.58708e-02 -2.52976e-02 1.90205e-01 9.44427e+00 -2.81703e-02 1.61752e-02 2.21588e-01 7.81528e+00 -1.84868e-01 1.77873e-01 3.52848e-01 -3.60080e-02 9.21117e-05 -5.52342e-06 2.25416e-06 -6.03641e-06 -1.34650e-05 -7.04263e-02 -2.07797e+00 9.44482e+00 -8.41238e+00 1.25064e+00 5.73236e-02 -1.68580e-02 -2.30093e-01 4.46899e-02 3.30982e-01 -1.40988e+00 3.83582e-04 -2.77689e-01 -1.66865e-04 -3.28803e+00 -1.48135e+01 2.82609e+00 8.77694e-03 -1.07388e+00 1.04345e+00 8.37248e-01 -7.20279e-01 -8.90563e-03 5.40323e-02 7.60461e-01 -2.88492e-02 -6.28250e-01 2.14389e-01 -3.32235e-02 1.33255e-02 -1.17383e-02 -5.28278e-03 -1.00233e-02 -1.09623e-02 6.55480e-03 -2.30906e-01 -2.34909e-01
1.98914e+00 -1.73512e+00 -4.17791e-06 -2.53242e-01 -1.20987e+01 1.97890e+00 4.82440e-02 8.25963e+00 -3.82215e-02 2.91239e-03 -2.45579e-03 2.98281e-02 -3.31664e-02 -1.23459e-01 3.05689e-02 -3.00730e-02 -2.41273e-01 1.75331e-01 -3.14778e-03 1.66132e-01 -1.48603e-01 1.33210e+00 -8.37430e-02 1.60106e-02 -8.54872e+00 2.92134e+00 7.97332e-01 1.60396e+00 -5.93331e-02 -6.60008e-01 -1.33086e+00 1.13748e+01 3.34406e-03 6.86386e-02 -2.61804e-03 -5.64020e-02 2.03673e-03 1.11772e-01 -3.31825e-03 -1.71177e-01 -9.84612e-01 5.99285e-02 4.07009e-03 -2.88251e-02 4.57047e-03 -3.47861e-02 -2.08510e+00 -4.23386e-03 2.08139e+00 -2.07508e+00 4.10212e-01 -5.88326e-02 -2.05453e-01 -8.82400e-01 1.94771e-01 -1.12699e-01 1.87123e-03 -7.41646e-03 5.63495e-03 -1.48119e-01 -1.86845e+00 6.71621e-02 -5.21285e-02 1.46503e-01 -1.25402e-01 -1.23904e-02 4.12392e-03 -3.09454e-02 -1.53328e+00 4.60735e-03 -2.62909e-03 -3.57437e-02 -1.26077e+00 2.98219e-02 -2.86855e-02 -5.72185e-02 5.84507e-03 -1.45442e-05 8.69664e-07 -3.52397e-07 9.51215e-07 2.12391e-06 1.14146e-02 3.31360e-01 -1.50898e+00 1.34581e+00 -1.99488e-01 -9.36712e-03 2.74832e-03 3.70410e-02 -7.19288e-03 -5.39147e-02 2.29616e-01 -6.28493e-05 4.52280e-02 2.78529e-05 5.29676e-01 2.38644e+00 -4.55213e-01 -1.41287e-03 1.75296e-01 -1.70344e-01 -1.36284e-01 1.17219e-01 1.45394e-03 -9.24185e-03 -1.25767e-01 4.57548e-03 9.93353e-02 -3.48668e-02 5.40917e-03 -2.04829e-03 1.77638e-03 1.16030e-03 1.55413e-03 1.68653e-03 -1.06527e-03 3.77050e-02 3.83582e-02
4.84987e-02 -4.23142e-02 -1.00842e-07 -6.16598e-03 -2.94168e-01 4.82440e-02 1.30470e-03 2.17360e-01 -1.03612e-03 7.87521e-05 -6.62657e-05 8.07454e-04 -1.22279e-03 -5.03820e-03 1.12746e-03 -1.10885e-03 -9.02405e-03 6.62003e-03 -1.17981e-04 6.11852e-03 -5.47420e-03 3.46297e-02 -2.15303e-03 4.06930e-04 -2.22378e-01 7.43133e-02 2.07960e-02 4.15190e-02 -1.52117e-03 -1.68147e-02 -3.45973e-02 2.96050e-01 9.31426e-05 1.21307e-03 -7.27514e-05 -1.46266e-03 8.02364e-05 1.91774e-03 -8.41391e-05 -4.19001e-03 -2.37638e-02 1.36686e-03 9.89713e-05 -7.17342e-04 1.10187e-04 -9.01344e-04 -5.13864e-02 -1.03566e-04 5.12924e-02 -5.11354e-02 1.01380e-02 -1.46888e-03 -5.12752e-03 -2.14481e-02 4.85613e-03 -2.84236e-03 4.86239e-05 -1.89589e-04 1.43799e-04 -3.74290e-03 -4.65927e-02 1.72322e-03 -1.34125e-03 3.70105e-03 -3.13981e-03 -3.61696e-04 1.17452e-04 -8.16073e-04 -3.87883e-02 1.24923e-04 -6.89108e-05 -9.84954e-04 -3.35191e-02 8.22127e-04 -7.87566e-04 -1.54418e-03 1.56246e-04 -4.38618e-07 2.65836e-08 -1.11735e-08 2.88148e-08 6.44660e-08 3.10215e-04 8.06599e-03 -3.73562e-02 3.46145e-02 -4.97626e-03 -2.75268e-04 7.83365e-05 9.18502e-04 -1.78771e-04 -1.42561e-03 6.03194e-03 -1.67122e-06 1.19168e-03 7.37422e-07 1.30558e-02 5.87939e-02 -1.12266e-02 -3.50551e-05 7.34860e-03 -7.14387e-03 -5.60987e-03 4.82402e-03 6.12889e-05 -2.91193e-04 -3.52039e-03 1.37277e-04 2.56814e-03 -8.85576e-04 1.37558e-04 2.88721e-04 -3.40720e-04 9.72892e-04 -1.80508e-04 -2.29413e-04 -2.59459e-05 9.55537e-04 9.72061e-04
8.30216e+00 -7.24148e+00 -1.74322e-05 -1.05746e+00 -5.05156e+01 8.25963e+00 2.17360e-01 3.71425e+01 -1.72274e-01 1.32271e-02 -1.11302e-02 1.34126e-01 -2.11128e-01 -8.37691e-01 1.94595e-01 -1.91374e-01 -1.50564e+00 1.10304e+00 -1.96547e-02 1.01727e+00 -9.10031e-01 5.92346e+00 -3.71934e-01 7.09108e-02 -3.79950e+01 1.28816e+01 3.54781e+00 7.12216e+00 -2.62566e-01 -2.91684e+00 -5.91801e+00 5.05364e+01 1.42673e-02 2.18354e-01 -1.36887e-02 -2.80860e-01 1.12339e-02 2.74588e-01 -1.42765e-02 -6.95047e-01 -4.01541e+00 2.35753e-01 1.65111e-02 -1.18229e-01 1.85104e-02 -1.44752e-01 -8.83332e+00 -1.78675e-02 8.81761e+00 -8.79074e+00 1.73559e+00 -2.48327e-01 -8.50597e-01 -3.63887e+00 8.06252e-01 -4.67599e-01 8.28312e-03 -3.20888e-02 2.44286e-02 -6.34747e-01 -8.04456e+00 2.88647e-01 -2.24118e-01 6.27793e-01 -5.36160e-01 -5.86652e-02 1.94655e-02 -1.36025e-01 -6.74221e+00 2.04395e-02 -1.15375e-02 -1.66382e-01 -5.89986e+00 1.38868e-01 -1.33288e-01 -2.58028e-01 2.65354e-02 -7.87418e-05 4.78102e-06 -2.01261e-06 5.22309e-06 1.15503e-05 5.19066e-02 1.36629e+00 -6.29426e+00 5.64453e+00 -8.23627e-01 -4.44704e-02 1.29901e-02 1.58785e-01 -3.08942e-02 -2.35768e-01 1.00942e+00 -2.76974e-04 1.98212e-01 1.23687e-04 2.25967e+00 1.01767e+01 -1.94271e+00 -6.05961e-03 1.21852e+00 -1.18469e+00 -9.28865e-01 7.98733e-01 1.00389e-02 -4.63840e-02 -5.67414e-01 1.69892e-02 3.66481e-01 -1.51537e-01 2.36214e-02 4.37519e-02 -5.17494e-02 1.48706e-01 -2.73646e-02 -3.47084e-02 -4.36874e-03 1.58172e-01 1.60912e-01
-3.84240e-02 3.35256e-02 7.97556e-08 4.88376e-03 2.32950e-01 -3.82215e-02 -1.03612e-03 -1.72274e-01 8.23029e-04 -6.24770e-05 5.25721e-05 -6.41470e-04 9.71488e-04 4.02485e-03 -8.95787e-04 8.81003e-04 7.18679e-03 -5.27365e-03 9.39994e-05 -4.87370e-03 4.36064e-03 -2.74493e-02 1.70505e-03 -3.21991e-04 1.76280e-01 -5.88072e-02 -1.64886e-02 -3.29071e-02 1.20461e-03 1.33111e-02 2.74235e-02 -2.34694e-01 -7.44528e-05 -9.68081e-04 5.71674e-05 1.14813e-03 -6.41719e-05 -1.54409e-03 6.66685e-05 3.33109e-03 1.88550e-02 -1.08435e-03 -7.86616e-05 5.70430e-04 -8.75199e-05 7.17782e-04 4.07602e-02 8.20864e-05 -4.06854e-02 4.05607e-02 -8.04513e-03 1.16711e-03 4.08417e-03 1.70347e-02 -3.86772e-03 2.26511e-03 -3.85270e-05 1.50350e-04 -1.13996e-04 2.97406e-03 3.69324e-02 -1.37117e-03 1.06752e-03 -2.94074e-03 2.49229e-03 2.86970e-04 -9.30603e-05 6.48651e-04 3.07276e-02 -9.95258e-05 5.47454e-05 7.81200e-04 2.65089e-02 -6.52069e-04 6.24518e-04 1.22336e-03 -1.23690e-04 3.45973e-07 -2.09659e-08 8.81065e-09 -2.27140e-08 -5.08558e-08 -2.45753e-04 -6.37775e-03 2.95490e-02 -2.74263e-02 3.94053e-03 2.18423e-04 -6.20552e-05 -7.26665e-04 1.41434e-04 1.13149e-03 -4.78313e-03 1.32752e-06 -9.45408e-04 -5.87472e-07 -1.03288e-02 -4.65136e-02 8.88176e-03 2.77336e-05 -5.86068e-03 5.69735e-03 4.47454e-03 -3.84797e-03 -4.89403e-05 2.31075e-04 2.79456e-03 -1.10852e-04 -2.05662e-03 7.01280e-04 -1.08907e-04 -2.35827e-04 2.78034e-04 -7.91359e-04 1.47517e-04 1.87434e-04 2.05445e-05 -7.60323e-04 -7.73467e-04
2.92797e-03 -2.55365e-03 -6.10213e-09 -3.73189e-04 -1.77349e-02 2.91239e-03 7.87521e-05 1.32271e-02 -6.24770e-05 4.81058e-06 -4.04086e-06 4.85638e-05 -7.32132e-05 -2.93637e-04 6.74899e-05 -6.63723e-05 -5.31569e-04 3.89772e-04 -6.92337e-06 3.58655e-04 -3.20770e-04 2.09413e-03 -1.30465e-04 2.46832e-05 -1.34381e-02 4.51004e-03 1.25461e-03 2.50220e-03 -9.19769e-05 -1.01611e-03 -2.09218e-03 1.78801e-02 5.45526e-06 6.08570e-05 -5.30405e-06 -1.04953e-04 5.21492e-06 6.11749e-05 -5.03577e-06 -2.36194e-04 -1.35915e-03 7.60365e-05 5.58241e-06 -4.06793e-05 6.22905e-06 -5.12339e-05 -3.06341e-03 -6.16577e-06 3.05790e-03 -3.04857e-03 6.01663e-04 -8.62347e-05 -2.95297e-04 -1.24942e-03 2.79756e-04 -1.63307e-04 2.95754e-06 -1.13273e-05 8.61623e-06 -2.20900e-04 -2.78632e-03 1.01188e-04 -7.86689e-05 2.18449e-04 -1.85895e-04 -2.18207e-05 7.13355e-06 -4.81692e-05 -2.33370e-03 7.32223e-06 -4.07461e-06 -5.88351e-05 -2.03992e-03 4.91089e-05 -4.70739e-05 -9.27873e-05 9.45245e-06 -2.71598e-08 1.64714e-09 -6.93398e-10 1.79116e-09 3.98843e-09 1.86655e-05 4.73515e-04 -2.19776e-03 2.02336e-03 -2.89959e-04 -1.66071e-05 4.76434e-06 5.48164e-05 -1.06725e-05 -8.48211e-05 3.61297e-04 -9.96963e-08 7.11209e-05 4.40548e-08 7.78784e-04 3.50689e-03 -6.69649e-04 -2.09228e-06 4.36931e-04 -4.24854e-04 -3.31458e-04 2.84757e-04 3.61158e-06 -1.93535e-05 -2.19408e-04 6.71680e-06 1.31230e-04 -5.34032e-05 8.32934e-06 1.52166e-05 -1.80169e-05 5.20052e-05 -9.49852e-06 -1.20779e-05 -1.55626e-06 5.54259e-05 5.63853e-05
