4.32976e-05 -1.88567e-08 -5.19629e-24 1.02117e-24 2.19004e-05 -2.14193e-05 -1.40277e-23 5.24365e-25 4.87061e-05 -4.50807e-05 7.25018e-05 -1.99146e-05 -6.92894e-05 6.80575e-05 7.14003e-05 -2.47355e-05 4.49549e-05 -4.02107e-05 2.11720e-24 -5.53978e-25 -3.18634e-06 2.92435e-06 4.71184e-05 -3.26155e-05 -1.51235e-06 1.69344e-06 5.68972e-05 -4.93682e-05 2.14289e-05 -1.50961e-05 1.86613e-08 -1.50539e-08 2.19886e-05 -1.92517e-05 1.49249e-06 -1.47543e-06 1.43704e-25 -2.30178e-26 2.17850e-24 -2.04238e-25 -2.15090e-24 2.05329e-24 2.10793e-24 -1.88818e-24 -3.77659e-05 1.16704e-05 -2.05111e-24 2.05087e-24
-1.88567e-08 1.29165e-08 1.73455e-24 -2.88845e-25 -8.11943e-06 8.00303e-06 4.10486e-24 -1.58854e-25 8.15414e-06 -7.87788e-06 -3.71889e-06 8.55765e-07 3.72294e-06 -3.72111e-06 -2.44193e-07 7.66358e-08 -2.80049e-07 2.41442e-07 -9.20139e-25 2.40982e-25 7.90176e-07 -8.31465e-07 -1.45619e-08 -1.00547e-07 6.83264e-07 -7.05806e-07 4.34518e-06 -3.78095e-06 -8.56722e-08 6.32197e-08 -8.74159e-11 7.25686e-11 -3.42254e-08 2.86252e-08 6.36907e-08 -6.47513e-08 -6.50757e-26 1.03051e-26 -9.46121e-25 8.86768e-26 9.33948e-25 -8.91664e-25 -9.15549e-25 8.20103e-25 4.78174e-07 -9.86083e-07 8.90825e-25 -8.90746e-25
-5.19629e-24 1.73455e-24 7.94548e-01 -1.34228e-01 8.59856e-24 -9.14336e-24 7.36144e-01 -4.90602e-02 -7.32656e-01 6.74657e-01 5.81944e-01 -1.50660e-01 -5.82285e-01 5.75473e-01 4.04446e-01 -1.41433e-01 -1.08763e-02 9.48521e-03 -2.04148e-03 -1.44681e-03 -4.38367e-02 3.12333e-02 -1.22944e-01 1.02365e-01 6.54559e-02 -5.71422e-02 -6.17898e-01 5.39477e-01 -2.49941e-22 1.60756e-22 1.59409e-02 -1.13577e-02 2.17232e-03 -1.86433e-03 -2.98368e-03 2.92434e-03 2.13386e-02 -3.64696e-03 1.94970e-02 -1.82567e-03 -1.92486e-02 1.83918e-02 6.74894e-03 -6.04759e-03 -4.33349e-01 1.10223e-01 -8.66884e-03 8.66814e-03
1.02117e-24 -2.88845e-25 -1.34228e-01 6.21831e-02 3.49646e-23 -3.34793e-23 -1.18288e-01 4.31120e-03 1.19419e-01 -1.12926e-01 -4.73260e-02 1.16023e-02 4.73575e-02 -4.70523e-02 -9.02807e-03 3.10511e-03 1.14270e-03 -1.07090e-03 2.17636e-03 -4.34279e-04 7.76979e-04 -9.00528e-04 1.40335e-02 -1.23873e-02 -9.79963e-03 8.39748e-03 8.69850e-02 -7.69397e-02 4.11446e-23 -2.64165e-23 -3.55451e-03 2.53408e-03 -3.12551e-04 2.67173e-04 6.01020e-04 -5.98080e-04 9.32604e-04 -1.41759e-04 2.14130e-03 -1.95387e-04 -1.97940e-03 1.90886e-03 2.13600e-03 -1.91301e-03 1.04204e-02 -6.00144e-03 -1.79340e-03 1.79331e-03
2.19004e-05 -8.11943e-06 8.59856e-24 3.49646e-23 1.45357e-01 -1.43274e-01 3.24158e-21 -4.98418e-23 -1.45898e-01 1.40951e-01 6.84083e-02 -1.58073e-02 -6.84779e-02 6.84190e-02 6.46011e-03 -2.09778e-03 5.58653e-03 -4.83624e-03 -1.59043e-22 3.38406e-23 -1.46748e-02 1.53677e-02 7.43054e-04 1.43519e-03 -1.26726e-02 1.30454e-02 -7.74752e-02 6.74132e-02 1.33693e-04 -9.97044e-05 1.36267e-07 -1.14351e-07 -7.90217e-04 7.14916e-04 -1.27995e-03 1.29623e-03 -1.61595e-22 1.56709e-23 -1.61708e-22 1.35275e-23 1.61653e-22 -1.61708e-22 -1.61748e-22 1.44802e-22 -1.04312e-02 1.82460e-02 1.61106e-22 -1.61557e-22
-2.14193e-05 8.00303e-06 -9.14336e-24 -3.34793e-23 -1.43274e-01 1.41222e-01 -3.19566e-21 4.92188e-23 1.43816e-01 -1.38929e-01 -6.78513e-02 1.56919e-02 6.79209e-02 -6.78572e-02 -6.79038e-03 2.21472e-03 -5.58029e-03 4.83337e-03 1.56916e-22 -3.34359e-23 1.46142e-02 -1.52835e-02 -7.74042e-04 -1.37673e-03 1.26232e-02 -1.29801e-02 7.63683e-02 -6.64482e-02 -1.30672e-04 9.74395e-05 -1.33157e-07 1.11732e-07 7.96373e-04 -7.19530e-04 1.27963e-03 -1.29545e-03 1.58248e-22 -1.53463e-23 1.59566e-22 -1.33609e-23 -1.59512e-22 1.59509e-22 1.59565e-22 -1.42848e-22 1.07184e-02 -1.81298e-02 -1.58930e-22 1.59379e-22
-1.40277e-23 4.10486e-24 7.36144e-01 -1.18288e-01 3.24158e-21 -3.19566e-21 1.77974e+00 -8.83682e-02 -1.78736e+00 1.67109e+00 1.01096e+00 -2.56187e-01 -1.01160e+00 1.00189e+00 4.96822e-01 -1.73322e-01 -2.39194e-02 2.15736e-02 -2.87857e-02 4.05899e-03 -4.65424e-02 3.52167e-02 -2.55820e-01 2.18495e-01 1.55742e-01 -1.34738e-01 -1.39635e+00 1.22775e+00 -6.09108e-22 3.90627e-22 4.68403e-02 -3.33857e-02 4.92856e-03 -4.22049e-03 -8.19974e-03 8.11343e-03 -2.25327e-02 3.45620e-03 -2.92220e-02 2.61163e-03 2.55716e-02 -2.48688e-02 -2.87159e-02 2.57150e-02 -5.39865e-01 1.65018e-01 2.12084e-02 -2.12077e-02
5.24365e-25 -1.58854e-25 -4.90602e-02 4.31120e-03 -4.98418e-23 4.92188e-23 -8.83682e-02 7.88273e-03 9.03554e-02 -8.28497e-02 -1.19237e-01 3.13879e-02 1.19315e-01 -1.17732e-01 -9.97982e-02 3.50480e-02 1.41598e-03 -1.16720e-03 6.88060e-04 1.75852e-04 6.94573e-03 -4.54049e-03 1.82930e-02 -1.48267e-02 -8.83341e-03 7.78200e-03 7.70610e-02 -6.72593e-02 2.32843e-23 -1.49678e-23 -1.60220e-03 1.14480e-03 -4.33369e-05 3.94506e-05 5.18521e-04 -5.05581e-04 1.88797e-03 -2.87362e-04 6.73321e-04 -5.16594e-05 -3.66077e-04 3.90206e-04 6.90939e-04 -6.18251e-04 1.04292e-01 -2.12091e-02 -6.24265e-05 6.24784e-05
4.87061e-05 8.15414e-06 -7.32656e-01 1.19419e-01 -1.45898e-01 1.43816e-01 -1.78736e+00 9.03554e-02 1.96610e+00 -1.84193e+00 -1.07922e+00 2.71787e-01 1.08021e+00 -1.07049e+00 -5.03868e-01 1.75697e-01 2.68844e-02 -2.44064e-02 3.01192e-02 -4.29755e-03 6.06962e-02 -4.98124e-02 2.67590e-01 -2.29527e-01 -1.47286e-01 1.25467e-01 1.50718e+00 -1.32426e+00 -1.42661e-04 1.06214e-04 -4.65655e-02 3.31933e-02 -3.85766e-03 3.26782e-03 9.69886e-03 -9.62376e-03 2.37775e-02 -3.64587e-03 3.05719e-02 -2.73100e-03 -2.67210e-02 2.59918e-02 3.00468e-02 -2.69067e-02 5.58621e-01 -1.83641e-01 -2.21285e-02 2.21278e-02
-4.50807e-05 -7.87788e-06 6.74657e-01 -1.12926e-01 1.40951e-01 -1.38929e-01 1.67109e+00 -8.28497e-02 -1.84193e+00 1.72705e+00 9.88750e-01 -2.48526e-01 -9.89653e-01 9.80936e-01 4.44926e-01 -1.55087e-01 -2.47621e-02 2.25236e-02 -2.79250e-02 4.05629e-03 -5.44482e-02 4.50979e-02 -2.47375e-01 2.12665e-01 1.37722e-01 -1.17248e-01 -1.40538e+00 1.23524e+00 1.44393e-04 -1.07592e-04 4.39357e-02 -3.13178e-02 3.74356e-03 -3.16956e-03 -8.97320e-03 8.90822e-03 -2.17611e-02 3.33731e-03 -2.83500e-02 2.53432e-03 2.48262e-02 -2.41414e-02 -2.78569e-02 2.49458e-02 -4.94449e-01 1.66447e-01 2.06101e-02 -2.06094e-02
