2.732759947024563818e+00 -9.271682823056627498e+00 -1.578366627037287273e+01 -3.020233603861454785e+00 2.918860227008623021e+00 -1.976979928675181908e+00 6.061199230388267800e+00 -4.686201070569612881e+00 4.084669605860993258e+00 4.647647807999668035e-01 -4.757564552856681228e-01 2.650134708637191111e-02 -3.943056134578175609e+00 -8.173515643596185321e-01 -3.917644405964024301e+00
-9.271682823056627498e+00 4.095956965951150153e+01 5.382259773738117303e+01 9.507158079006005735e+00 -9.124012608117077150e+00 6.893947363173860587e+00 -2.964469603234846673e+01 2.508059969731413474e+01 -2.262721389235808189e+01 -8.988359689515700301e-01 9.479306268147216219e-01 -8.976205038567763861e-02 2.134662826948031267e+01 -2.110565586692914941e+00 2.140319166829173980e+01
-1.578366627037287273e+01 5.382259773738117303e+01 9.142336270455669478e+01 1.745239433824716002e+01 -1.686430154398084369e+01 1.138550296636903347e+01 -3.519379721495406699e+01 2.730143603448765077e+01 -2.381225109246310012e+01 -2.694255296841682856e+00 2.758100936386794988e+00 -1.534944088543155061e-01 2.285057989880577267e+01 4.746060922600755738e+00 2.269600079151432936e+01
-3.020233603861454785e+00 9.507158079006005735e+00 1.745239433824716002e+01 3.411013353113555358e+00 -3.301108418846798731e+00 2.159927136920536395e+00 -5.950783217776320910e+00 4.439316728487685104e+00 -3.818655675238295633e+00 -5.723528529763992623e-01 5.836411408515934651e-01 -2.937614453034482695e-02 3.727626634851581411e+00 1.294976694495942660e+00 3.688891350960859850e+00
2.918860227008623021e+00 -9.124012608117077150e+00 -1.686430154398084369e+01 -3.301108418846798731e+00 3.195298656097476542e+00 -2.086067150067746123e+00 5.690829046524603640e+00 -4.228863197080784175e+00 3.632641889522664869e+00 5.582085134907286417e-01 -5.690406239745475769e-01 2.838987816202036274e-02 -3.546252409288795704e+00 -1.286503388119179192e+00 -3.508444624208414186e+00
-1.976979928675181908e+00 6.893947363173860587e+00 1.138550296636903347e+01 2.159927136920536395e+00 -2.086067150067746123e+00 1.494001099594757909e+00 -4.615601257338489027e+00 3.561339776933254875e+00 -3.138589464500768589e+00 -3.164734484486251276e-01 3.247199494061588920e-01 -1.907988402454380977e-02 3.023872967700883763e+00 4.886349799165599084e-01 3.011476276646293027e+00
6.061199230388267800e+00 -2.964469603234846673e+01 -3.519379721495406699e+01 -5.950783217776320910e+00 5.690829046524603640e+00 -4.615601257338489027e+00 2.256003291967596880e+01 -1.953661668692777553e+01 1.751748930290621686e+01 3.782870348664428839e-01 -4.139349197227615296e-01 5.845768017374989439e-02 -1.633193539902818259e+01 2.828748742575769803e+00 -1.642539508986705954e+01
-4.686201070569612881e+00 2.508059969731413474e+01 2.730143603448765077e+01 4.439316728487685104e+00 -4.228863197080784175e+00 3.561339776933254875e+00 -1.953661668692777553e+01 1.727488081538935205e+01 -1.553138812795021728e+01 -1.418806080700933669e-01 1.720995067096627862e-01 -4.523175515765991833e-02 1.443143467746102715e+01 -3.294918048941641864e+00 1.453242249102015293e+01
4.084669605860993258e+00 -2.262721389235808189e+01 -2.381225109246310012e+01 -3.818655675238295633e+00 3.632641889522664869e+00 -3.138589464500768589e+00 1.751748930290621686e+01 -1.553138812795021728e+01 1.425661788964535859e+01 7.371115048403090175e-02 -1.009893977478629190e-01 3.940327296982781141e-02 -1.320123660090207629e+01 3.250613462827990574e+00 -1.330706744699312694e+01
4.647647807999668035e-01 -8.988359689515700301e-01 -2.694255296841682856e+00 -5.723528529763992623e-01 5.582085134907286417e-01 -3.164734484486251276e-01 3.782870348664428839e-01 -1.418806080700933669e-01 7.371115048403090175e-02 1.455355507879454724e-01 -1.465153471207454594e-01 4.575698293071850213e-03 -2.772589020657045822e-02 -5.519229089094948026e-01 -3.686632391847935453e-02
