3.684165992248603629e+02 7.053493999028877681e+01 -1.640895938783163501e+02 1.232797596253765562e+02 -7.779365004655994120e+00 3.830754140798840268e+01 7.068811464447932735e-02 4.166103630395033619e+00 -2.961958744205131779e+02 2.053931000033568210e+01 3.357358868628060877e-01 1.444492277886546816e+01 -4.489586683200197825e+01
7.053493999028877681e+01 1.469878746223661992e+01 -3.113114267836785842e+01 2.266576571702332998e+01 -1.187356308427846896e+00 8.179006502976429616e+00 2.397382061265546441e-02 9.895154622294149993e-01 -5.537267679696863354e+01 4.308669883730220640e+00 7.774816746044478644e-02 3.163947191950295501e+00 -9.315984645840602596e+00
-1.640895938783163501e+02 -3.113114267836785842e+01 7.316055388524770819e+01 -5.514566122782738944e+01 3.542490205547197846e+00 -1.684656009628962892e+01 -2.837247181618379743e-02 -1.805330336785416989e+00 1.322764951173279826e+02 -9.050179115732497337e+00 -1.457751342243233939e-01 -6.330382084123071351e+00 1.983335527283222532e+01
1.232797596253765562e+02 2.266576571702332998e+01 -5.514566122782738944e+01 4.253174970115182418e+01 -2.919837450255932776e+00 1.203831327248985161e+01 1.666321694562943392e-02 1.225779001236829702e+00 -1.002620303259159300e+02 6.539971486778911824e+00 9.966828848643530248e-02 4.483047956079018626e+00 -1.447341516497583847e+01
-7.779365004655994120e+00 -1.187356308427846896e+00 3.542490205547197846e+00 -2.919837450255932776e+00 2.574857315853293915e-01 -5.624093121334359235e-01 1.338462801248542890e-03 -3.235677118406796865e-02 6.632524075846183642e+00 -3.231289241899241160e-01 -2.870579806247617553e-03 -1.903475434659340770e-01 7.725129749702173143e-01
3.830754140798840268e+01 8.179006502976429616e+00 -1.684656009628962892e+01 1.203831327248985161e+01 -5.624093121334359235e-01 4.693413041271567110e+00 1.292827889184821819e-02 5.844958468355883063e-01 -2.976196978368971813e+01 2.434992384706102353e+00 4.624966946836160664e-02 1.814548054331425853e+00 -5.162304347396514004e+00
7.068811464447932735e-02 2.397382061265546441e-02 -2.837247181618379743e-02 1.666321694562943392e-02 1.338462801248542890e-03 1.292827889184821819e-02 3.553107416930002143e-04 3.003571266146765669e-03 -4.171260677932406985e-02 8.354909069715922912e-03 2.408945754038513442e-04 7.150028004713922941e-03 -1.410861306949845809e-02
4.166103630395033619e+00 9.895154622294149993e-01 -1.805330336785416989e+00 1.225779001236829702e+00 -3.235677118406796865e-02 5.844958468355883063e-01 3.003571266146765669e-03 8.291471180626265591e-02 -3.105445704662320061e+00 3.034249123124312941e-01 6.524930494801855704e-03 2.366438038680981903e-01 -6.180163721175986336e-01
-2.961958744205131779e+02 -5.537267679696863354e+01 1.322764951173279826e+02 -1.002620303259159300e+02 6.632524075846183642e+00 -2.976196978368971813e+01 -4.171260677932406985e-02 -3.105445704662320061e+00 2.398173385149656269e+02 -1.603086984502773404e+01 -2.514564917732909910e-01 -1.111310789806915622e+01 3.532989499166291125e+01
2.053931000033568210e+01 4.308669883730220640e+00 -9.050179115732497337e+00 6.539971486778911824e+00 -3.231289241899241160e-01 2.434992384706102353e+00 8.354909069715922912e-03 3.034249123124312941e-01 -1.603086984502773404e+01 1.287707397958058664e+00 2.416039729463594077e-02 9.507615257015730181e-01 -2.718850479503784001e+00
3.357358868628060877e-01 7.774816746044478644e-02 -1.457751342243233939e-01 9.966828848643530248e-02 -2.870579806247617553e-03 4.624966946836160664e-02 2.408945754038513442e-04 6.524930494801855704e-03 -2.514564917732909910e-01 2.416039729463594077e-02 5.229910764456200106e-04 1.871759630063666788e-02 -4.837871507183175157e-02
1.444492277886546816e+01 3.163947191950295501e+00 -6.330382084123071351e+00 4.483047956079018626e+00 -1.903475434659340770e-01 1.814548054331425853e+00 7.150028004713922941e-03 2.366438038680981903e-01 -1.111310789806915622e+01 9.507615257015730181e-01 1.871759630063666788e-02 7.168083919494279144e-01 -1.990796751053554692e+00
-4.489586683200197825e+01 -9.315984645840602596e+00 1.983335527283222532e+01 -1.447341516497583847e+01 7.725129749702173143e-01 -5.162304347396514004e+00 -1.410861306949845809e-02 -6.180163721175986336e-01 3.532989499166291125e+01 -2.718850479503784001e+00 -4.837871507183175157e-02 -1.990796751053554692e+00 5.922393479090423796e+00
