3.49250e+01 -1.54230e+00 -2.70142e+02 6.28087e+00 -2.51344e+01 1.65540e+00 -1.66680e+01 4.57395e+01 5.18782e+01 -1.07445e+01 5.97832e+00 2.39851e+01 4.17565e+01 5.92852e+00 -7.67681e+00 -1.36795e+00 -7.13122e-01 -7.73257e+00 1.12980e+01 2.45869e+01 -4.45084e+01 -4.65409e+00 1.68658e+00 -7.29252e+00 4.45632e+00 1.87134e-01 1.85418e+01 -6.98099e+01 2.54948e+02 -3.29085e+01 2.73823e+01 -2.33226e+00 -5.66156e+01 5.34478e+00 -5.73358e+00 3.12051e-01 1.47026e+01 -4.24339e+00 1.95426e+01 -5.73814e+00 -3.85036e+01 1.41473e+00 -6.80755e+00 -2.29246e-01 -6.76933e+00 -4.63957e-01 2.53515e-01 -2.13740e+00 4.80970e+00
-1.54230e+00 1.75706e+00 0.0 -2.54926e+00 1.27069e+00 5.31067e-01 -1.14628e+00 3.63613e-01 5.94560e+00 4.78363e-01 -2.53411e-01 -1.09932e+00 -1.91933e+00 -4.88753e-01 6.93002e-01 1.33086e-01 -5.34149e-02 1.92794e-01 -1.69527e-01 -9.12901e-01 1.82301e+00 3.61669e-01 -1.58906e-01 2.13306e-01 -7.72298e-02 2.69509e+00 -6.36720e-01 -2.04635e+00 6.64475e+00 -7.92428e-01 7.07988e-01 -9.55619e-02 -3.87111e+00 6.62074e-01 -6.97218e-01 1.25813e-01 1.75663e-01 4.84393e-02 -6.33752e-02 1.47255e-01 1.89559e+00 -5.57456e-02 2.52446e-01 3.52915e-02 2.47773e-01 5.82101e-02 -2.14778e-01 1.55870e-01 -8.03067e+00
-2.70142e+02 0.0 3.47035e+03 0.0 1.75124e+02 -7.95154e+01 1.54065e+02 -4.00723e+02 -4.72858e+02 7.62644e+01 -4.14928e+01 -1.63184e+02 -2.94374e+02 -1.88564e+01 1.62515e+01 3.50218e+00 1.26442e+01 7.03226e+01 -1.09971e+02 -1.99541e+02 3.47985e+02 1.73629e+01 -3.16891e+00 5.93534e+01 -3.93249e+01 -2.66342e+01 -1.46327e+02 8.07536e+02 -3.36834e+03 4.25946e+02 -3.24882e+02 2.82250e+01 4.97128e+02 -5.24974e+01 5.99185e+01 -5.42004e+00 -1.95843e+02 4.70905e+01 -2.24680e+02 5.41277e+01 2.53155e+02 -1.05917e+01 5.10199e+01 -2.40258e-01 5.09154e+01 5.29645e-01 1.42914e+01 9.81839e+00 0.0
6.28087e+00 -2.54926e+00 0.0 6.60572e+00 -6.23472e+00 -2.49661e+00 1.95861e-01 3.64593e+00 -3.12126e+00 -2.18314e+00 1.24728e+00 5.44124e+00 8.54462e+00 2.56022e+00 -3.80850e+00 -6.44069e-01 2.17453e-01 -9.95132e-01 1.02434e+00 4.57482e+00 -9.21596e+00 -1.88570e+00 8.50526e-01 -1.27586e+00 5.89404e-01 -4.27015e+00 3.23037e+00 -1.90221e-02 -1.06205e+01 8.37274e-01 -5.40314e-01 1.21362e-02 -6.06770e-01 -5.18937e-01 7.46472e-01 -1.87252e-01 -5.70125e-01 -2.67838e-01 5.57790e-01 -7.28945e-01 -9.33540e+00 2.62065e-01 -1.37651e+00 -1.45963e-01 -1.35952e+00 -2.43289e-01 9.13281e-01 -7.51788e-01 9.95214e+00
-2.51344e+01 1.27069e+00 1.75124e+02 -6.23472e+00 2.11968e+01 8.53043e-01 1.16392e+01 -3.44991e+01 -3.46055e+01 8.62976e+00 -5.21654e+00 -2.13003e+01 -3.28724e+01 -6.54187e+00 9.43923e+00 1.36968e+00 4.47135e-01 5.74441e+00 -8.31086e+00 -1.92403e+01 3.54203e+01 5.00241e+00 -2.05979e+00 5.70653e+00 -3.41789e+00 2.28373e+00 -1.56198e+01 4.83265e+01 -1.63692e+02 2.13941e+01 -1.86018e+01 1.58137e+00 4.02165e+01 -3.49472e+00 3.75135e+00 -1.20978e-01 -9.77937e+00 2.97728e+00 -1.34574e+01 4.22886e+00 3.42816e+01 -1.15276e+00 6.23321e+00 1.77083e-01 6.22489e+00 3.60568e-01 -3.12327e-01 1.98960e+00 -3.25097e+00
1.65540e+00 5.31067e-01 -7.95154e+01 -2.49661e+00 8.53043e-01 3.81473e+00 -2.01313e+00 3.70035e+00 6.49859e+00 1.71548e-01 -3.19146e-01 -1.59182e+00 -4.51692e-01 -1.81632e+00 3.10221e+00 3.89229e-01 -3.43510e-01 -7.95234e-01 1.51933e+00 1.04823e+00 -1.08752e+00 1.26237e+00 -6.90767e-01 -3.19737e-01 3.59403e-01 1.90298e+00 -9.58850e-02 -1.57214e+01 7.97728e+01 -9.81283e+00 6.65647e+00 -5.90942e-01 -5.43780e+00 8.60538e-01 -1.06960e+00 1.76680e-01 4.62039e+00 -8.62677e-01 4.44956e+00 -6.76133e-01 2.97301e+00 -6.03623e-03 3.62160e-01 7.63704e-02 3.68138e-01 1.13380e-01 -6.81716e-01 3.70370e-01 -1.43084e+00
-1.66680e+01 -1.14628e+00 1.54065e+02 1.95861e-01 1.16392e+01 -2.01313e+00 1.03366e+01 -2.51449e+01 -3.45288e+01 5.10558e+00 -2.91263e+00 -1.15403e+01 -1.96478e+01 -2.36358e+00 2.95212e+00 4.79781e-01 5.67110e-01 3.96142e+00 -6.01687e+00 -1.19935e+01 2.13309e+01 1.91299e+00 -6.37224e-01 3.61955e+00 -2.31090e+00 -3.28778e+00 -9.35212e+00 4.14667e+01 -1.53350e+02 1.95898e+01 -1.63521e+01 1.40832e+00 3.46519e+01 -3.66434e+00 3.98400e+00 -3.31903e-01 -8.73707e+00 2.30482e+00 -1.09376e+01 2.93864e+00 1.82166e+01 -6.90609e-01 3.43450e+00 4.88414e-02 3.43266e+00 1.29338e-01 4.12098e-01 8.86881e-01 6.04167e+00
4.57395e+01 3.63613e-01 -4.00723e+02 3.64593e+00 -3.44991e+01 3.70035e+00 -2.51449e+01 6.76693e+01 7.85531e+01 -1.47329e+01 8.62602e+00 3.44139e+01 5.64285e+01 8.37361e+00 -1.12788e+01 -1.69293e+00 -1.37548e+00 -1.09880e+01 1.65416e+01 3.41555e+01 -6.13130e+01 -6.60052e+00 2.44006e+00 -1.02266e+01 6.42134e+00 1.97920e+00 2.68075e+01 -1.06238e+02 3.88897e+02 -4.98040e+01 4.19974e+01 -3.52760e+00 -8.44193e+01 8.26768e+00 -9.15007e+00 5.62250e-01 2.29504e+01 -6.21380e+00 2.92196e+01 -8.13103e+00 -5.46301e+01 1.98808e+00 -1.01782e+01 -1.86130e-01 -1.01748e+01 -4.39825e-01 -6.69859e-01 -2.84550e+00 -4.03865e+00
5.18782e+01 5.94560e+00 -4.72858e+02 -3.12126e+00 -3.46055e+01 6.49859e+00 -3.45288e+01 7.85531e+01 1.20722e+02 -1.53752e+01 8.58880e+00 3.39623e+01 5.94482e+01 6.33451e+00 -7.41186e+00 -1.33198e+00 -1.77230e+00 -1.20499e+01 1.82662e+01 3.62541e+01 -6.43405e+01 -5.21054e+00 1.60578e+00 -1.10229e+01 7.05746e+00 1.59218e+01 2.80273e+01 -1.30626e+02 4.79464e+02 -6.13352e+01 5.11203e+01 -4.50347e+00 -1.16470e+02 1.27552e+01 -1.36179e+01 1.26715e+00 2.64628e+01 -7.00913e+00 3.33031e+01 -8.92700e+00 -5.35838e+01 2.07078e+00 -1.00668e+01 -1.53489e-01 -1.00535e+01 -4.00174e-01 -1.29984e+00 -2.55937e+00 -3.01451e+01
-1.07445e+01 4.78363e-01 7.62644e+01 -2.18314e+00 8.62976e+00 1.71548e-01 5.10558e+00 -1.47329e+01 -1.53752e+01 3.71148e+00 -2.19688e+00 -8.89494e+00 -1.42133e+01 -2.66758e+00 3.81810e+00 5.78820e-01 1.29143e-01 2.39058e+00 -3.47453e+00 -7.90940e+00 1.44561e+01 2.02515e+00 -8.31699e-01 2.35139e+00 -1.41908e+00 5.72262e-01 -6.66489e+00 2.07583e+01 -7.17073e+01 9.30555e+00 -8.09349e+00 6.70693e-01 1.74553e+01 -1.57271e+00 1.72465e+00 -6.91465e-02 -4.22141e+00 1.25980e+00 -5.72728e+00 1.76936e+00 1.42690e+01 -4.93654e-01 2.58664e+00 7.25325e-02 2.57108e+00 1.50489e-01 -1.74390e-01 8.14904e-01 -1.32744e+00
