3.29561e-01 6.21412e-01 -1.30678e+00 -1.86585e+00 -1.10331e+00 7.11664e-01 5.48668e-01 1.93589e-01 -1.31299e-02 -2.49002e-01 2.45096e-01 -5.40640e-01 4.86838e-01 2.62171e-01 -4.80711e-01 -2.89702e-01 -7.84765e-02 -3.58822e-02 -7.20705e-01 4.07182e-01 -1.19884e-01 -9.48586e-01 4.92273e-01 -2.03548e-04 -2.69306e-01 -2.99590e-02 -3.50514e-03 -1.19192e-01 -2.86263e-02 2.48881e+00 5.38760e-01 -8.35966e-01 -2.58952e+00 2.54115e+00 2.45982e+00 9.54247e-01 -9.38428e-01 -1.43655e+00 4.81928e-01 -7.97821e-01 7.79232e-01 -1.23562e-01 -3.33036e-02 3.76275e-01 1.51409e+00 -3.20888e-01 3.65559e-01 -1.14915e-01 -3.26230e-01 3.19348e-01 2.29891e-01 -1.03857e-01 2.56347e-02 -3.01954e-02 3.00461e-02 -8.74711e-01 8.54442e-01 2.14299e-01 1.96285e-01 -1.26899e-01 -3.05858e-01
6.21412e-01 4.94894e+00 -6.96513e+00 -1.35190e+01 -5.95574e+00 2.86379e+00 1.12851e+00 3.97902e-01 -2.81766e-02 -5.15558e-01 5.08479e-01 -1.16467e+00 1.05868e+00 7.28276e+00 -1.36344e+00 -3.58620e+00 -7.37376e-02 1.45744e-02 -8.22174e+00 4.73265e+00 3.68064e+00 -2.50911e+00 1.43803e+00 -7.44769e-04 -2.82177e+00 2.08017e-01 -1.45968e-02 -2.67997e+00 6.06710e-01 1.86926e+01 3.19284e+00 -4.83654e+00 -1.88730e+01 1.85008e+01 1.85026e+01 6.24628e+00 -6.00518e+00 -1.07621e+01 3.14998e+00 -6.77386e+00 6.57919e+00 1.04046e+00 2.00507e-01 2.33481e+00 6.05845e+00 -7.50083e-01 9.93233e-01 -6.16477e-01 -3.78199e+00 3.44732e+00 3.33200e+00 -1.45573e-01 4.52190e-02 -2.33594e-01 2.31529e-01 -5.64713e+00 5.47850e+00 1.43219e+00 1.37063e+00 -9.57492e-01 -2.12962e+00
-1.30678e+00 -6.96513e+00 1.17235e+01 1.97022e+01 9.61923e+00 -5.40357e+00 -2.66944e+00 -9.60356e-01 6.82247e-02 1.22180e+00 -1.20607e+00 2.80633e+00 -2.56563e+00 -6.76050e+00 3.55425e+00 4.14333e+00 1.34691e-01 1.49656e-01 9.42981e+00 -5.58922e+00 -2.37287e+00 6.63712e+00 -3.67259e+00 1.22839e-03 3.75061e+00 -1.48016e-01 1.58294e-02 2.69344e+00 -5.95328e-01 -2.74135e+01 -4.87832e+00 8.21096e+00 2.80134e+01 -2.74772e+01 -2.72565e+01 -9.22371e+00 8.96151e+00 1.61524e+01 -4.99120e+00 9.67883e+00 -9.41935e+00 -7.01386e-01 1.06723e-01 -3.41962e+00 -1.22612e+01 1.87250e+00 -2.08356e+00 1.20521e+00 4.58451e+00 -4.26087e+00 -3.83067e+00 5.46670e-01 -1.56973e-01 3.25416e-01 -3.23056e-01 8.46982e+00 -8.24579e+00 -1.84559e+00 -1.74812e+00 1.19256e+00 2.71747e+00
-1.86585e+00 -1.35190e+01 1.97022e+01 3.71863e+01 1.67001e+01 -8.30960e+00 -3.50342e+00 -1.23963e+00 8.77111e-02 1.60073e+00 -1.57895e+00 3.62198e+00 -3.29521e+00 -1.88033e+01 4.27019e+00 9.54234e+00 2.28256e-01 5.41441e-03 2.18623e+01 -1.26311e+01 -9.12834e+00 7.93401e+00 -4.48817e+00 2.11100e-03 7.63115e+00 -5.07839e-01 3.89501e-02 6.96632e+00 -1.54508e+00 -5.15340e+01 -8.93463e+00 1.37217e+01 5.21457e+01 -5.11230e+01 -5.10307e+01 -1.72500e+01 1.66166e+01 2.97445e+01 -8.80604e+00 1.85381e+01 -1.80124e+01 -2.54082e+00 -4.36143e-01 -6.48245e+00 -1.78929e+01 2.34259e+00 -2.99891e+00 1.78480e+00 1.01299e+01 -9.26864e+00 -8.85190e+00 5.19053e-01 -1.54113e-01 6.39842e-01 -6.34385e-01 1.56667e+01 -1.52095e+01 -3.84563e+00 -3.67148e+00 2.55208e+00 5.70554e+00
-1.10331e+00 -5.95574e+00 9.61923e+00 1.67001e+01 8.25181e+00 -4.49243e+00 -2.03917e+00 -7.77604e-01 5.57745e-02 9.35856e-01 -9.23504e-01 2.22977e+00 -2.03559e+00 -6.12626e+00 3.05417e+00 3.65629e+00 7.86095e-02 1.16141e-01 8.34504e+00 -4.94447e+00 -2.22144e+00 5.71949e+00 -3.18756e+00 1.07846e-03 3.35010e+00 -1.59494e-01 1.33841e-02 2.40665e+00 -5.78030e-01 -2.36096e+01 -4.03102e+00 6.98640e+00 2.41223e+01 -2.36592e+01 -2.33611e+01 -7.71377e+00 7.49890e+00 1.39259e+01 -4.24408e+00 8.43198e+00 -8.20223e+00 -7.55682e-01 7.13732e-02 -2.97415e+00 -1.04291e+01 1.53986e+00 -1.74524e+00 1.07536e+00 4.12527e+00 -3.81565e+00 -3.46082e+00 4.66878e-01 -1.39628e-01 2.88510e-01 -2.86340e-01 7.46249e+00 -7.26144e+00 -1.64638e+00 -1.57886e+00 1.09937e+00 2.44911e+00
7.11664e-01 2.86379e+00 -5.40357e+00 -8.30960e+00 -4.49243e+00 2.77257e+00 1.45582e+00 5.58629e-01 -4.00886e-02 -6.68489e-01 6.59928e-01 -1.60016e+00 1.46432e+00 1.43273e+00 -2.24203e+00 -1.39843e+00 -4.82443e-02 -1.22626e-01 -3.15192e+00 1.96037e+00 -2.06334e-01 -4.26283e+00 2.32460e+00 -6.08012e-04 -1.52995e+00 7.13701e-03 -4.18515e-03 -6.57091e-01 1.46013e-01 1.21211e+01 2.18151e+00 -4.05681e+00 -1.25338e+01 1.22999e+01 1.20101e+01 3.86688e+00 -3.80275e+00 -7.25630e+00 2.32495e+00 -4.17618e+00 4.07082e+00 1.54755e-02 -2.04933e-01 1.55231e+00 6.85170e+00 -1.11857e+00 1.18199e+00 -6.73960e-01 -1.72328e+00 1.64000e+00 1.33739e+00 -3.89037e-01 1.10819e-01 -1.41596e-01 1.40784e-01 -3.92537e+00 3.83295e+00 7.48274e-01 6.91448e-01 -4.48770e-01 -1.07737e+00
5.48668e-01 1.12851e+00 -2.66944e+00 -3.50342e+00 -2.03917e+00 1.45582e+00 1.15984e+00 3.94870e-01 -2.70295e-02 -5.26982e-01 5.19394e-01 -1.13653e+00 1.03019e+00 -5.88014e-02 -1.06132e+00 -3.90905e-01 -1.36393e-01 -7.08720e-02 -9.76220e-01 5.77616e-01 -6.40102e-01 -2.13214e+00 1.09782e+00 -3.36296e-04 -4.13302e-01 -8.68632e-02 -4.42572e-03 -3.80131e-02 -1.18870e-01 4.88374e+00 1.16282e+00 -1.76552e+00 -5.10862e+00 5.01496e+00 4.86614e+00 1.79785e+00 -1.77802e+00 -2.81194e+00 9.89695e-01 -1.47447e+00 1.44362e+00 -3.53636e-01 -1.00415e-01 6.91866e-01 3.32387e+00 -6.85931e-01 7.64367e-01 -2.43096e-01 -4.75684e-01 4.93835e-01 2.88656e-01 -2.34403e-01 5.62543e-02 -5.28184e-02 5.26715e-02 -1.60708e+00 1.57546e+00 2.90363e-01 2.45188e-01 -1.32296e-01 -3.87156e-01
1.93589e-01 3.97902e-01 -9.60356e-01 -1.23963e+00 -7.77604e-01 5.58629e-01 3.94870e-01 2.84461e-01 -1.83788e-02 -1.80038e-01 1.77564e-01 -5.39567e-01 4.92150e-01 -2.81970e-01 -4.32006e-01 -3.03650e-02 -7.89106e-02 -7.17003e-02 -1.47210e-01 7.45891e-02 -4.32272e-01 -9.07741e-01 4.66594e-01 -1.27273e-04 -9.25339e-02 -4.93680e-02 -1.33032e-03 7.67704e-02 -7.76023e-02 1.72036e+00 4.17479e-01 -6.26826e-01 -1.81820e+00 1.78480e+00 1.71960e+00 6.21605e-01 -6.20378e-01 -1.00858e+00 3.49971e-01 -5.32946e-01 5.21710e-01 -1.57326e-01 -7.65203e-02 1.94745e-01 1.31220e+00 -3.29312e-01 3.05020e-01 -1.03643e-01 -5.77923e-02 7.06754e-02 -1.29187e-02 -1.01724e-01 2.56212e-02 -1.49551e-02 1.49319e-02 -5.28441e-01 5.18246e-01 6.86451e-02 5.97156e-02 -3.25176e-02 -9.34103e-02
-1.31299e-02 -2.81766e-02 6.82247e-02 8.77111e-02 5.57745e-02 -4.00886e-02 -2.70295e-02 -1.83788e-02 1.20726e-03 1.23503e-02 -1.21835e-02 3.63966e-02 -3.32242e-02 2.11231e-02 3.34014e-02 2.56118e-03 4.46576e-03 4.68278e-03 1.01938e-02 -6.02220e-03 3.18841e-02 6.88933e-02 -3.58532e-02 8.91207e-06 8.21225e-03 3.09244e-03 6.73426e-05 -5.69816e-03 4.66688e-03 -1.26482e-01 -2.89224e-02 4.74724e-02 1.33800e-01 -1.31364e-01 -1.25975e-01 -4.30719e-02 4.31363e-02 7.51895e-02 -2.60177e-02 3.97073e-02 -3.88650e-02 1.02310e-02 5.65024e-03 -1.47263e-02 -9.84662e-02 2.28592e-02 -2.14079e-02 8.32301e-03 5.77024e-03 -6.59415e-03 -5.18310e-04 7.52859e-03 -1.95584e-03 1.17411e-03 -1.17198e-03 4.03290e-02 -3.95597e-02 -5.20787e-03 -4.50845e-03 2.44792e-03 7.06050e-03
-2.49002e-01 -5.15558e-01 1.22180e+00 1.60073e+00 9.35856e-01 -6.68489e-01 -5.26982e-01 -1.80038e-01 1.23503e-02 2.39546e-01 -2.36111e-01 5.18605e-01 -4.70262e-01 4.10316e-02 4.94438e-01 1.75169e-01 6.01490e-02 3.29409e-02 4.36188e-01 -2.60272e-01 3.03778e-01 9.91236e-01 -5.11616e-01 1.53322e-04 1.91035e-01 3.91910e-02 1.93024e-03 1.31465e-02 5.31843e-02 -2.24140e+00 -5.29205e-01 8.14720e-01 2.34580e+00 -2.30286e+00 -2.23284e+00 -8.18699e-01 8.10235e-01 1.29460e+00 -4.55327e-01 6.78841e-01 -6.64629e-01 1.60348e-01 4.81738e-02 -3.16390e-01 -1.53733e+00 3.14870e-01 -3.49410e-01 1.14282e-01 2.17043e-01 -2.25427e-01 -1.30990e-01 1.08505e-01 -2.62581e-02 2.42521e-02 -2.41854e-02 7.39203e-01 -7.24716e-01 -1.32156e-01 -1.11703e-01 6.03424e-02 1.76335e-01
