2.43637e+00 2.25415e+00 -1.37238e+00 -1.53074e+01 2.24154e+00 -3.28268e+00 -6.59395e-02 -2.85260e+00 2.29876e+00 -7.00297e+00 4.77410e-02 1.31274e+00 -1.65750e+00 -2.32080e+00 1.51196e-01 -6.19912e+00 8.86479e-01 -8.18578e+00 -8.43582e-02 3.80598e+00 -1.04650e+00
2.25415e+00 2.13609e+00 -1.27129e+00 -1.42810e+01 2.15279e+00 -3.03264e+00 -7.43049e-02 -2.63343e+00 2.11198e+00 -6.53736e+00 7.88140e-02 1.12360e+00 -1.47092e+00 -2.10921e+00 1.26970e-01 -5.78975e+00 8.45623e-01 -7.57530e+00 -8.37923e-02 3.43043e+00 -9.19327e-01
-1.37238e+00 -1.27129e+00 1.09866e+00 1.19189e+01 -2.69824e+00 2.48872e+00 -5.80983e-03 1.55057e+00 -1.58311e+00 6.97691e+00 -1.34288e+00 -2.15932e+00 1.82528e+00 2.34853e+00 -2.65550e-01 3.32513e+00 -4.12670e-01 7.85610e+00 -7.51260e-01 -3.39454e+00 1.23707e+00
-1.53074e+01 -1.42810e+01 1.19189e+01 1.33831e+02 -2.87205e+01 2.90032e+01 -1.25732e-01 1.89922e+01 -1.82259e+01 7.58429e+01 -1.30577e+01 -2.22352e+01 1.94169e+01 2.53684e+01 -2.71750e+00 4.07168e+01 -5.20231e+00 8.62170e+01 -7.43714e+00 -3.71868e+01 1.28817e+01
2.24154e+00 2.15279e+00 -2.69824e+00 -2.87205e+01 9.86216e+00 -5.13020e+00 1.34726e-01 -9.58828e-01 2.59959e+00 -2.15721e+01 7.59453e+00 7.48834e+00 -5.34046e+00 -6.82464e+00 1.02200e+00 -2.80563e+00 1.60489e-01 -2.25895e+01 4.47255e+00 8.24994e+00 -3.83250e+00
-3.28268e+00 -3.03264e+00 2.48872e+00 2.90032e+01 -5.13020e+00 8.47325e+00 -3.23813e-01 3.82323e+00 -4.08610e+00 1.64315e+01 -1.88626e+00 -5.84489e+00 4.44965e+00 5.18362e+00 -4.59189e-01 1.05144e+01 -1.33266e+00 1.85231e+01 -9.61581e-01 -8.15859e+00 2.53367e+00
-6.59395e-02 -7.43049e-02 -5.80983e-03 -1.25732e-01 1.34726e-01 -3.23813e-01 9.82159e-02 2.83862e-01 -8.81281e-02 -5.14071e-01 2.76713e-01 4.56216e-01 -2.06516e-01 -8.28148e-02 1.41716e-02 1.70037e-01 -4.43002e-02 -3.80242e-01 1.43752e-01 7.32221e-02 -5.64895e-02
-2.85260e+00 -2.63343e+00 1.55057e+00 1.89922e+01 -9.58828e-01 3.82323e+00 2.83862e-01 7.18209e+00 -4.34221e+00 4.70527e+00 2.62102e+00 2.02206e-01 1.58097e+00 2.59547e+00 -6.05018e-02 1.12744e+01 -1.69018e+00 8.24406e+00 1.45418e+00 -5.37067e+00 1.03953e+00
2.29876e+00 2.11198e+00 -1.58311e+00 -1.82259e+01 2.59959e+00 -4.08610e+00 -8.81281e-02 -4.34221e+00 3.28421e+00 -8.04259e+00 -6.00205e-02 2.05387e+00 -2.32675e+00 -3.15513e+00 2.59435e-01 -7.82238e+00 1.09189e+00 -1.03009e+01 -2.18410e-02 5.33543e+00 -1.53768e+00
-7.00297e+00 -6.53736e+00 6.97691e+00 7.58429e+01 -2.15721e+01 1.64315e+01 -5.14071e-01 4.70527e+00 -8.04259e+00 5.27523e+01 -1.49353e+01 -1.86547e+01 1.34139e+01 1.65569e+01 -2.18363e+00 1.39843e+01 -1.35214e+00 5.63912e+01 -8.62318e+00 -2.17590e+01 9.00537e+00
4.77410e-02 7.88140e-02 -1.34288e+00 -1.30577e+01 7.59453e+00 -1.88626e+00 2.76713e-01 2.62102e+00 -6.00205e-02 -1.49353e+01 7.77312e+00 6.40125e+00 -3.72254e+00 -4.32443e+00 8.32588e-01 3.91570e+00 -8.20919e-01 -1.42483e+01 4.58660e+00 4.06985e+00 -2.69284e+00
1.31274e+00 1.12360e+00 -2.15932e+00 -2.22352e+01 7.48834e+00 -5.84489e+00 4.56216e-01 2.02206e-01 2.05387e+00 -1.86547e+01 6.40125e+00 8.85639e+00 -5.42397e+00 -5.83047e+00 8.71915e-01 -1.82665e+00 -9.55798e-02 -1.95073e+01 3.69769e+00 7.44860e+00 -3.48167e+00
-1.65750e+00 -1.47092e+00 1.82528e+00 1.94169e+01 -5.34046e+00 4.44965e+00 -2.06516e-01 1.58097e+00 -2.32675e+00 1.34139e+01 -3.72254e+00 -5.42397e+00 3.88489e+00 4.47298e+00 -5.96108e-01 3.74663e+00 -3.25298e-01 1.46985e+01 -2.15675e+00 -6.12998e+00 2.54325e+00
-2.32080e+00 -2.10921e+00 2.34853e+00 2.53684e+01 -6.82464e+00 5.18362e+00 -8.28148e-02 2.59547e+00 -3.15513e+00 1.65569e+01 -4.32443e+00 -5.83047e+00 4.47298e+00 6.07123e+00 -8.76695e-01 4.93112e+00 -4.21438e-01 1.88657e+01 -2.71614e+00 -8.15964e+00 3.30714e+00
1.51196e-01 1.26970e-01 -2.65550e-01 -2.71750e+00 1.02200e+00 -4.59189e-01 1.41716e-02 -6.05018e-02 2.59435e-01 -2.18363e+00 8.32588e-01 8.71915e-01 -5.96108e-01 -8.76695e-01 1.80216e-01 3.33618e-02 -7.60440e-02 -2.45550e+00 5.63133e-01 1.05039e+00 -5.21284e-01
-6.19912e+00 -5.78975e+00 3.32513e+00 4.07168e+01 -2.80563e+00 1.05144e+01 1.70037e-01 1.12744e+01 -7.82238e+00 1.39843e+01 3.91570e+00 -1.82665e+00 3.74663e+00 4.93112e+00 3.33618e-02 2.30921e+01 -3.49522e+00 1.84468e+01 2.63454e+00 -1.02155e+01 1.83767e+00
8.86479e-01 8.45623e-01 -4.12670e-01 -5.20231e+00 1.60489e-01 -1.33266e+00 -4.43002e-02 -1.69018e+00 1.09189e+00 -1.35214e+00 -8.20919e-01 -9.55798e-02 -3.25298e-01 -4.21438e-01 -7.60440e-02 -3.49522e+00 6.07839e-01 -1.81539e+00 -5.85214e-01 1.10584e+00 -8.07159e-02
-8.18578e+00 -7.57530e+00 7.85610e+00 8.62170e+01 -2.25895e+01 1.85231e+01 -3.80242e-01 8.24406e+00 -1.03009e+01 5.63912e+01 -1.42483e+01 -1.95073e+01 1.46985e+01 1.88657e+01 -2.45550e+00 1.84468e+01 -1.81539e+00 6.41915e+01 -8.67479e+00 -2.60412e+01 1.02705e+01
-8.43582e-02 -8.37923e-02 -7.51260e-01 -7.43714e+00 4.47255e+00 -9.61581e-01 1.43752e-01 1.45418e+00 -2.18410e-02 -8.62318e+00 4.58660e+00 3.69769e+00 -2.15675e+00 -2.71614e+00 5.63133e-01 2.63454e+00 -5.85214e-01 -8.67479e+00 2.86901e+00 2.63118e+00 -1.71183e+00
3.80598e+00 3.43043e+00 -3.39454e+00 -3.71868e+01 8.24994e+00 -8.15859e+00 7.32221e-02 -5.37067e+00 5.33543e+00 -2.17590e+01 4.06985e+00 7.44860e+00 -6.12998e+00 -8.15964e+00 1.05039e+00 -1.02155e+01 1.10584e+00 -2.60412e+01 2.63118e+00 1.23274e+01 -4.50135e+00
-1.04650e+00 -9.19327e-01 1.23707e+00 1.28817e+01 -3.83250e+00 2.53367e+00 -5.64895e-02 1.03953e+00 -1.53768e+00 9.00537e+00 -2.69284e+00 -3.48167e+00 2.54325e+00 3.30714e+00 -5.21284e-01 1.83767e+00 -8.07159e-02 1.02705e+01 -1.71183e+00 -4.50135e+00 1.95851e+00
