2.00355e-03 2.10246e-03 1.61400e-03 1.42167e-03 6.22034e-06 2.08524e-06
2.10246e-03 2.56513e-03 2.29201e-03 1.99961e-03 3.67762e-05 1.66742e-05
1.61400e-03 2.29201e-03 2.87678e-03 2.74650e-03 2.56238e-04 1.59399e-04
1.42167e-03 1.99961e-03 2.74650e-03 2.81022e-03 5.21049e-04 3.83609e-04
6.22034e-06 3.67762e-05 2.56238e-04 5.21049e-04 1.02934e-03 9.51553e-04
2.08524e-06 1.66742e-05 1.59399e-04 3.83609e-04 9.51553e-04 9.13967e-04
