1.277638070623121109e+02 -7.580941840042547397e-02 1.857640692428594309e-02 -2.913350100729902303e-01 2.986617958437515208e-01 4.121367290161619956e-01 -1.038568970091076522e-02 -2.370903272127416472e-01 1.360100470881695986e-03 1.026081941356196160e-02 1.234639715051582820e-01 -3.240462208549336198e-01 3.262980069329393662e-01 -2.913349984165181095e-01 1.671829051472484007e-01 -4.176544628034261630e-01 -2.313812574277106932e-02 -3.411319477108289730e-04 -1.130889633327006143e-02 2.909569679582795221e-01 4.953315704394147811e-01 -2.712597346290901990e-01
-7.580941840042547397e-02 9.968667104961211223e+00 -1.129869392518640381e-01 8.110308697418190382e-01 -1.218327055229277533e+00 -5.908045857080306273e-01 6.158496905246836628e-02 -7.778034888293839932e-01 -2.781444213407246666e-02 1.211945543651556378e-01 -6.985339183792367568e-02 8.441839332759872860e-01 -7.986114031409633496e-01 8.110308294053730771e-01 -7.306406008908529204e-01 5.941346190188012688e-01 5.325629057892892863e-03 -4.864668828543982498e-03 5.258703721723592336e-03 -7.863069005160943092e-01 -5.811149013098177996e-01 5.876533800545615804e-01
1.857640692428594309e-02 -1.129869392518640381e-01 2.474494559432987906e+00 -1.150726819695553071e-01 1.184111919495856452e-01 2.000009165469643913e-01 -1.195540873617260580e+00 -9.694000065935277563e-03 6.727841081550381061e-03 -2.149384978257853213e-02 2.061026819350830763e-02 -1.381324956321861308e-01 1.420313636254294520e-01 -1.150726752028618516e-01 9.397044862163528300e-02 -2.021829428000512241e-01 -9.905145005369767747e-03 -5.310280098902869089e-03 -5.363598896210507519e-03 1.095026900019151206e-01 1.355370572218403680e-01 -9.641481334153900740e-02
-2.913350100729902303e-01 8.110308697418190382e-01 -1.150726819695553071e-01 1.415466627872092431e+00 -1.584897296326988503e+00 -1.645366394914646646e+00 6.289834250447844111e-02 8.441216554233915703e-01 -1.053794838465952621e-01 3.356826010572218077e-01 -2.921144528477844782e-01 1.511535823701947612e+00 -1.502502952506633793e+00 1.415466543660913734e+00 -1.115700716761222733e+00 1.657691155425869756e+00 5.602582732673251631e-02 -2.261435903033945372e-03 3.662106801747505580e-02 -1.397027405528021848e+00 -1.730518948777918897e+00 1.300605861131953978e+00
2.986617958437515208e-01 -1.218327055229277533e+00 1.184111919495856452e-01 -1.584897296326988503e+00 2.005050176284721708e+00 1.691066752220041769e+00 -6.522769547723379635e-02 -8.638021335444804327e-01 1.079884084633217917e-01 -3.432135777038000657e-01 2.994268217381088615e-01 -1.700363589814324339e+00 1.677149497840576098e+00 -1.584897210230685083e+00 1.273421242611572080e+00 -1.699612168386888555e+00 -5.512439989128423146e-02 3.160500127672342431e-03 -3.736885803181064919e-02 1.551080903027705515e+00 1.763261213309645026e+00 -1.319113369280409342e+00
4.121367290161619956e-01 -5.908045857080306273e-01 2.000009165469643913e-01 -1.645366394914646646e+00 1.691066752220041769e+00 2.300653209083648676e+00 -1.207045190830395576e-01 -1.194003432091572225e+00 1.483757429384979232e-01 -4.469488936159928816e-01 4.154589782725405245e-01 -1.832642947532916899e+00 1.826362243496068460e+00 -1.645366283826274589e+00 1.223662685165290309e+00 -2.308643679523859404e+00 -9.136173219804927248e-02 5.446017331143272570e-03 -5.168203670121921528e-02 1.629389895461246907e+00 2.381708856177956690e+00 -1.590590204768565830e+00
-1.038568970091076522e-02 6.158496905246836628e-02 -1.195540873617260580e+00 6.289834250447844111e-02 -6.522769547723379635e-02 -1.207045190830395576e-01 1.079524282851923367e+00 5.502070774031763561e-03 -3.742072083759420340e-03 1.062569347109098596e-02 -1.141178457372117941e-02 7.900254574559396892e-02 -8.132289396169251061e-02 6.289833958245980017e-02 -5.134294645717439598e-02 1.212668967042783569e-01 4.860825437170581895e-03 2.565218780138092333e-03 3.118575649899942188e-03 -5.861655957442546416e-02 -7.035994397584449667e-02 4.646621783785476190e-02
-2.370903272127416472e-01 -7.778034888293839932e-01 -9.694000065935277563e-03 8.441216554233915703e-01 -8.638021335444804327e-01 -1.194003432091572225e+00 5.502070774031763561e-03 1.744313163256216992e+00 -8.532884198858314839e-02 2.382098682411650237e-01 -2.444116095501312480e-01 9.336414586806462967e-01 -9.570886016612978331e-01 8.441216053849578405e-01 -5.978863433752199530e-01 1.199222676650756991e+00 5.320834437654753390e-02 1.600222637297102346e-03 3.457079981365770993e-02 -8.337441128667524293e-01 -1.271945601144212068e+00 7.963855555463508207e-01
1.360100470881695986e-03 -2.781444213407246666e-02 6.727841081550381061e-03 -1.053794838465952621e-01 1.079884084633217917e-01 1.483757429384979232e-01 -3.742072083759420340e-03 -8.532884198858314839e-02 3.061452834280169177e-02 -6.078328141488470449e-02 4.426620017039999827e-02 -1.170174827395166622e-01 1.177645352870730355e-01 -1.053794797317150755e-01 6.084846389812940959e-02 -1.503951653852056425e-01 -8.256970258186814571e-03 -1.150776144636026085e-04 -4.066939707703980805e-03 1.052754435747457473e-01 1.778878817278752855e-01 -9.867283828181691585e-02
1.026081941356196160e-02 1.211945543651556378e-01 -2.149384978257853213e-02 3.356826010572218077e-01 -3.432135777038000657e-01 -4.469488936159928816e-01 1.062569347109098596e-02 2.382098682411650237e-01 -6.078328141488470449e-02 1.775776950141973176e-01 -1.199673509714287989e-01 3.665375574875840980e-01 -3.648706554714916672e-01 3.356825885111771601e-01 -2.142263513356794380e-01 4.545536817408278862e-01 2.222985067959368927e-02 1.204834465067070878e-04 1.170960647145822403e-02 -3.374930678071814683e-01 -5.052782242337182650e-01 3.360649251389129510e-01
