2.73276e+00 -9.27170e+00 -1.57837e+01 -3.02024e+00 2.91886e+00 -1.97698e+00 6.06121e+00 -4.68621e+00 4.08468e+00 4.64766e-01 -4.75757e-01 2.65014e-02 -3.94306e+00 -8.17354e-01 -3.91765e+00
-9.27170e+00 4.09596e+01 5.38227e+01 9.50717e+00 -9.12403e+00 6.89396e+00 -2.96447e+01 2.50806e+01 -2.26272e+01 -8.98839e-01 9.47932e-01 -8.97620e-02 2.13467e+01 -2.11056e+00 2.14032e+01
-1.57837e+01 5.38227e+01 9.14235e+01 1.74524e+01 -1.68643e+01 1.13855e+01 -3.51938e+01 2.73015e+01 -2.38123e+01 -2.69426e+00 2.75811e+00 -1.53494e-01 2.28506e+01 4.74607e+00 2.26960e+01
-3.02024e+00 9.50717e+00 1.74524e+01 3.41102e+00 -3.30111e+00 2.15993e+00 -5.95079e+00 4.43932e+00 -3.81866e+00 -5.72354e-01 5.83642e-01 -2.93761e-02 3.72763e+00 1.29498e+00 3.68890e+00
2.91886e+00 -9.12403e+00 -1.68643e+01 -3.30111e+00 3.19530e+00 -2.08607e+00 5.69084e+00 -4.22887e+00 3.63265e+00 5.58210e-01 -5.69041e-01 2.83899e-02 -3.54626e+00 -1.28651e+00 -3.50845e+00
-1.97698e+00 6.89396e+00 1.13855e+01 2.15993e+00 -2.08607e+00 1.49400e+00 -4.61561e+00 3.56134e+00 -3.13859e+00 -3.16474e-01 3.24720e-01 -1.90799e-02 3.02388e+00 4.88636e-01 3.01148e+00
6.06121e+00 -2.96447e+01 -3.51938e+01 -5.95079e+00 5.69084e+00 -4.61561e+00 2.25601e+01 -1.95366e+01 1.75175e+01 3.78288e-01 -4.13935e-01 5.84577e-02 -1.63320e+01 2.82875e+00 -1.64254e+01
-4.68621e+00 2.50806e+01 2.73015e+01 4.43932e+00 -4.22887e+00 3.56134e+00 -1.95366e+01 1.72749e+01 -1.55314e+01 -1.41881e-01 1.72100e-01 -4.52317e-02 1.44315e+01 -3.29492e+00 1.45324e+01
4.08468e+00 -2.26272e+01 -2.38123e+01 -3.81866e+00 3.63265e+00 -3.13859e+00 1.75175e+01 -1.55314e+01 1.42566e+01 7.37118e-02 -1.00989e-01 3.94033e-02 -1.32013e+01 3.25062e+00 -1.33071e+01
4.64766e-01 -8.98839e-01 -2.69426e+00 -5.72354e-01 5.58210e-01 -3.16474e-01 3.78288e-01 -1.41881e-01 7.37118e-02 1.45536e-01 -1.46516e-01 4.57570e-03 -2.77266e-02 -5.51924e-01 -3.68670e-02
-4.75757e-01 9.47932e-01 2.75811e+00 5.83642e-01 -5.69041e-01 3.24720e-01 -4.13935e-01 1.72100e-01 -1.00989e-01 -1.46516e-01 1.47565e-01 -4.68224e-03 5.39052e-02 5.48949e-01 6.30909e-02
2.65014e-02 -8.97620e-02 -1.53494e-01 -2.93761e-02 2.83899e-02 -1.90799e-02 5.84577e-02 -4.52317e-02 3.94033e-02 4.57570e-03 -4.68224e-03 2.58140e-04 -3.79330e-02 -8.21939e-03 -3.76838e-02
-3.94306e+00 2.13467e+01 2.28506e+01 3.72763e+00 -3.54626e+00 3.02388e+00 -1.63320e+01 1.44315e+01 -1.32013e+01 -2.77266e-02 5.39052e-02 -3.79330e-02 1.31027e+01 -3.51741e+00 1.29402e+01
-8.17354e-01 -2.11056e+00 4.74607e+00 1.29498e+00 -1.28651e+00 4.88636e-01 2.82875e+00 -3.29492e+00 3.25062e+00 -5.51924e-01 5.48949e-01 -8.21939e-03 -3.51741e+00 3.30466e+00 -3.39962e+00
-3.91765e+00 2.14032e+01 2.26960e+01 3.68890e+00 -3.50845e+00 3.01148e+00 -1.64254e+01 1.45324e+01 -1.33071e+01 -3.68670e-02 6.30909e-02 -3.76838e-02 1.29402e+01 -3.39962e+00 1.30236e+01
