4.30848e-03 2.03960e-17 5.76171e-04 1.33998e-03 2.57503e-03 -1.31412e-03 1.39480e-03 1.35856e-03 1.57050e-03 -9.99881e-04 2.34686e-03 -7.47141e-04 2.57427e-03 6.92295e-19 1.14689e-03 8.00852e-04 1.88684e-04 3.48963e-03 4.21668e-03 -1.86179e-03 2.38252e-03 -8.61341e-04 -5.36452e-04
2.03960e-17 7.70941e-01 1.63743e-16 -7.72013e-01 4.79403e-01 -4.86585e-01 3.10966e-01 2.68860e-01 1.66040e-16 -2.86661e-01 2.40909e-01 -2.60611e-01 -9.48139e-02 -4.04274e-05 -1.86668e-08 -1.17584e-02 -3.03234e-02 1.83953e-16 1.80797e-16 -2.17964e-17 1.56957e-16 -2.87717e-01 -7.93643e-17
5.76171e-04 1.63743e-16 1.58573e+00 -1.58506e+00 8.94047e-01 -9.00966e-01 1.41293e-01 6.59955e-02 1.37440e-01 -2.30940e-01 3.10019e-03 -3.30617e-02 -1.90923e-01 1.59994e-17 2.32064e-01 4.23474e-02 -5.83803e-02 -3.19258e-03 6.67462e-03 -1.18908e-02 6.13112e-03 -9.25227e-02 -1.24537e-02
1.33998e-03 -7.72013e-01 -1.58506e+00 2.36320e+00 -1.36798e+00 1.38640e+00 -4.47815e-01 -3.30812e-01 -1.37171e-01 5.17156e-01 -2.39394e-01 2.92664e-01 2.92990e-01 3.44462e-05 -2.30573e-01 -2.94784e-02 8.89793e-02 3.38668e-03 -6.25020e-03 1.17750e-02 -5.70351e-03 3.78146e-01 1.24000e-02
2.57503e-03 4.79403e-01 8.94047e-01 -1.36798e+00 2.15323e+00 -2.13482e+00 7.06329e-01 4.84238e-01 1.79519e-01 -6.77681e-01 3.43065e-01 -3.74720e-01 -1.63318e-01 -6.51403e-04 4.46922e-01 8.03038e-02 -1.39376e-01 -1.85627e-03 1.46524e-02 -1.70316e-02 1.40225e-02 -5.65824e-01 -1.69400e-02
-1.31412e-03 -4.86585e-01 -9.00966e-01 1.38640e+00 -2.13482e+00 2.13064e+00 -6.92699e-01 -4.73122e-01 -1.79202e-01 6.78560e-01 -3.30474e-01 3.73127e-01 1.84189e-01 6.14204e-04 -4.43309e-01 -7.67159e-02 1.40738e-01 2.46268e-03 -1.33464e-02 1.67056e-02 -1.27043e-02 5.59169e-01 1.68152e-02
1.39480e-03 3.10966e-01 1.41293e-01 -4.47815e-01 7.06329e-01 -6.92699e-01 7.57362e-01 5.47913e-01 1.92043e-01 -7.21112e-01 4.28331e-01 -4.23265e-01 4.41538e-02 -6.83153e-04 -2.58103e-02 -1.03681e-01 -1.46918e-01 1.79856e-03 2.34084e-02 -1.99243e-02 2.28174e-02 -5.95306e-01 -1.86829e-02
1.35856e-03 2.68860e-01 6.59955e-02 -3.30812e-01 4.84238e-01 -4.73122e-01 5.47913e-01 5.54271e-01 1.91654e-01 -7.21353e-01 4.38280e-01 -4.26615e-01 7.11204e-02 -3.73316e-04 -3.27105e-02 -8.20400e-02 -1.16311e-01 2.19270e-03 2.41294e-02 -2.00449e-02 2.35474e-02 -4.18698e-01 -1.86926e-02
1.57050e-03 1.66040e-16 1.37440e-01 -1.37171e-01 1.79519e-01 -1.79202e-01 1.92043e-01 1.91654e-01 1.22026e+00 -1.39012e+00 1.48979e-01 -1.35851e-01 1.73377e-02 -1.95731e-18 -4.83063e-03 -1.93082e-02 -3.34877e-02 4.86098e-03 1.31755e-01 -1.22454e-01 1.27751e-01 -1.57994e-01 -1.16693e-01
-9.99881e-04 -2.86661e-01 -2.30940e-01 5.17156e-01 -6.77681e-01 6.78560e-01 -7.21112e-01 -7.21353e-01 -1.39012e+00 2.10828e+00 -5.57539e-01 5.66463e-01 -3.56719e-02 3.75790e-04 2.39481e-02 1.03837e-01 1.59965e-01 -3.24347e-03 -1.44876e-01 1.38184e-01 -1.40260e-01 5.61434e-01 1.32488e-01
