2.34686e-03 2.40909e-01 3.10019e-03 -2.39394e-01 3.43065e-01 -3.30474e-01 4.28331e-01 4.38280e-01 1.48979e-01 -5.57539e-01 5.92670e-01 -5.60635e-01 1.22277e-01 -2.20846e-04 -3.81105e-02 -6.98473e-02 -9.94949e-02 4.96366e-03 2.56694e-02 -1.72287e-02 2.52850e-02 -3.14333e-01 -1.50373e-02
-7.47141e-04 -2.60611e-01 -3.30617e-02 2.92664e-01 -3.74720e-01 3.73127e-01 -4.23265e-01 -4.26615e-01 -1.35851e-01 5.66463e-01 -5.60635e-01 5.66340e-01 -6.49359e-02 2.44118e-04 2.28456e-02 7.31815e-02 1.11482e-01 -1.95500e-03 -1.78068e-02 1.43874e-02 -1.73954e-02 3.09413e-01 1.32572e-02
2.57427e-03 -9.48139e-02 -1.90923e-01 2.92990e-01 -1.63318e-01 1.84189e-01 4.41538e-02 7.11204e-02 1.73377e-02 -3.56719e-02 1.22277e-01 -6.49359e-02 4.08712e-01 -1.40023e-04 -9.19615e-02 -4.01517e-02 -4.68414e-03 5.08368e-03 1.26746e-02 -4.24528e-03 1.27370e-02 -1.73707e-02 -2.53651e-03
6.92295e-19 -4.04274e-05 1.59994e-17 3.44462e-05 -6.51403e-04 6.14204e-04 -6.83153e-04 -3.73316e-04 -1.95731e-18 3.75790e-04 -2.20846e-04 2.44118e-04 -1.40023e-04 3.73972e-04 4.62670e-08 6.62709e-04 3.49467e-04 2.80310e-19 -1.78728e-19 2.50993e-19 1.06731e-19 3.23099e-04 1.71564e-19
1.14689e-03 -1.86668e-08 2.32064e-01 -2.30573e-01 4.46922e-01 -4.43309e-01 -2.58103e-02 -3.27105e-02 -4.83063e-03 2.39481e-02 -3.81105e-02 2.28456e-02 -9.19615e-02 4.62670e-08 4.59243e-01 1.73486e-01 1.36464e-03 -1.31513e-03 -3.09479e-03 1.03145e-03 -3.10646e-03 1.84552e-02 6.37527e-04
8.00852e-04 -1.17584e-02 4.23474e-02 -2.94784e-02 8.03038e-02 -7.67159e-02 -1.03681e-01 -8.20400e-02 -1.93082e-02 1.03837e-01 -6.98473e-02 7.31815e-02 -4.01517e-02 6.62709e-04 1.73486e-01 3.99942e-01 6.00076e-02 -5.32060e-04 -2.98951e-03 2.12348e-03 -2.93658e-03 4.26436e-02 1.91119e-03
1.88684e-04 -3.03234e-02 -5.83803e-02 8.89793e-02 -1.39376e-01 1.40738e-01 -1.46918e-01 -1.16311e-01 -3.34877e-02 1.59965e-01 -9.94949e-02 1.11482e-01 -4.68414e-03 3.49467e-04 1.36464e-03 6.00076e-02 1.05544e-01 2.32832e-05 -3.26977e-03 3.27472e-03 -3.15643e-03 4.31901e-02 3.17438e-03
3.48963e-03 1.83953e-16 -3.19258e-03 3.38668e-03 -1.85627e-03 2.46268e-03 1.79856e-03 2.19270e-03 4.86098e-03 -3.24347e-03 4.96366e-03 -1.95500e-03 5.08368e-03 2.80310e-19 -1.31513e-03 -5.32060e-04 2.32832e-05 1.25973e-02 1.56794e-02 -7.37594e-03 7.75334e-03 -1.12530e-03 -1.84644e-03
4.21668e-03 1.80797e-16 6.67462e-03 -6.25020e-03 1.46524e-02 -1.33464e-02 2.34084e-02 2.41294e-02 1.31755e-01 -1.44876e-01 2.56694e-02 -1.78068e-02 1.26746e-02 -1.78728e-19 -3.09479e-03 -2.98951e-03 -3.26977e-03 1.56794e-02 4.35080e+00 -4.30188e+00 8.51075e-02 -1.86135e-02 -6.71399e-02
-1.86179e-03 -2.17964e-17 -1.18908e-02 1.17750e-02 -1.70316e-02 1.67056e-02 -1.99243e-02 -2.00449e-02 -1.22454e-01 1.38184e-01 -1.72287e-02 1.43874e-02 -4.24528e-03 2.50993e-19 1.03145e-03 2.12348e-03 3.27472e-03 -7.37594e-03 -4.30188e+00 4.27218e+00 -7.04450e-02 1.62533e-02 6.32211e-02
2.38252e-03 1.56957e-16 6.13112e-03 -5.70351e-03 1.40225e-02 -1.27043e-02 2.28174e-02 2.35474e-02 1.27751e-01 -1.40260e-01 2.52850e-02 -1.73954e-02 1.27370e-02 1.06731e-19 -3.10646e-03 -2.93658e-03 -3.15643e-03 7.75334e-03 8.51075e-02 -7.04450e-02 8.30711e-02 -1.81225e-02 -6.50580e-02
-8.61341e-04 -2.87717e-01 -9.25227e-02 3.78146e-01 -5.65824e-01 5.59169e-01 -5.95306e-01 -4.18698e-01 -1.57994e-01 5.61434e-01 -3.14333e-01 3.09413e-01 -1.73707e-02 3.23099e-04 1.84552e-02 4.26436e-02 4.31901e-02 -1.12530e-03 -1.86135e-02 1.62533e-02 -1.81225e-02 5.44795e-01 1.53452e-02
-5.36452e-04 -7.93643e-17 -1.24537e-02 1.24000e-02 -1.69400e-02 1.68152e-02 -1.86829e-02 -1.86926e-02 -1.16693e-01 1.32488e-01 -1.50373e-02 1.32572e-02 -2.53651e-03 1.71564e-19 6.37527e-04 1.91119e-03 3.17438e-03 -1.84644e-03 -6.71399e-02 6.32211e-02 -6.50580e-02 1.53452e-02 6.03823e-02
