1.15554e+06 -1.15666e+06 -2.02645e+03 5.78574e+05 -5.80264e+05 5.57677e+05 -5.57992e+05 -4.38193e+05 5.74164e+05 -9.12525e+05 -1.70697e+06 1.74764e+06 0.0 7.30239e+05 -6.44604e+06 -5.51041e+03 6.98094e+03
-1.15666e+06 1.16010e+06 4.46046e+03 -5.81290e+05 5.85359e+05 -1.22611e+06 1.22664e+06 9.51987e+05 -5.79418e+05 1.33367e+06 2.37722e+06 -2.73219e+06 0.0 -7.24583e+05 6.46295e+06 5.21612e+03 -1.62738e+04
-2.02645e+03 4.46046e+03 6.29476e+03 -2.94145e+03 7.02094e+03 -8.35929e+05 8.36085e+05 6.42337e+05 -6.31353e+03 5.22440e+05 8.38246e+05 -1.11112e+06 0.0 8.01006e+03 2.02415e+04 -4.38954e+02 -4.86572e+03
5.78574e+05 -5.81290e+05 -2.94145e+03 2.92076e+05 -2.94920e+05 8.82982e+05 -8.83351e+05 -6.83604e+05 2.91895e+05 -8.37318e+05 -1.45942e+06 1.77272e+06 0.0 3.60078e+05 -3.23840e+06 -2.49453e+03 1.23985e+04
-5.80264e+05 5.85359e+05 7.02094e+03 -2.94920e+05 3.00996e+05 -1.66375e+06 1.66431e+06 1.28356e+06 -2.97892e+05 1.32716e+06 2.24217e+06 -2.86510e+06 0.0 -3.53035e+05 3.25720e+06 2.11912e+03 -2.01369e+04
5.57677e+05 -1.22611e+06 -8.35929e+05 8.82982e+05 -1.66375e+06 2.29921e+08 -2.29985e+08 -1.76675e+08 1.73688e+06 -1.43475e+08 -2.30601e+08 3.00760e+08 0.0 -2.22353e+06 -5.97731e+06 1.23800e+05 1.03973e+06
-5.57992e+05 1.22664e+06 8.36085e+05 -8.83351e+05 1.66431e+06 -2.29985e+08 2.30049e+08 1.76725e+08 -1.73738e+06 1.43515e+08 2.30665e+08 -3.00853e+08 0.0 2.22405e+06 5.97900e+06 -1.23828e+05 -1.04062e+06
-4.38193e+05 9.51987e+05 6.42337e+05 -6.83604e+05 1.28356e+06 -1.76675e+08 1.76725e+08 1.35769e+08 -1.33462e+06 1.10255e+08 1.77209e+08 -2.31116e+08 0.0 1.70883e+06 4.59337e+06 -9.51438e+04 -7.98499e+05
5.74164e+05 -5.79418e+05 -6.31353e+03 2.91895e+05 -2.97892e+05 1.73688e+06 -1.73738e+06 -1.33462e+06 2.98514e+05 -1.36912e+06 -2.30884e+06 2.97001e+06 0.0 3.52535e+05 -3.25933e+06 -2.09179e+03 2.12326e+04
-9.12525e+05 1.33367e+06 5.22440e+05 -8.37318e+05 1.32716e+06 -1.43475e+08 1.43515e+08 1.10255e+08 -1.36912e+06 8.98940e+07 1.44460e+08 -1.90068e+08 0.0 9.97994e+05 6.84830e+06 -7.24021e+04 -8.05780e+05
-1.70697e+06 2.37722e+06 8.38246e+05 -1.45942e+06 2.24217e+06 -2.30601e+08 2.30665e+08 1.77209e+08 -2.30884e+06 1.44460e+08 2.32429e+08 -3.02689e+08 0.0 1.53305e+06 1.22193e+07 -1.20439e+05 -9.21538e+05
1.74764e+06 -2.73219e+06 -1.11112e+06 1.77272e+06 -2.86510e+06 3.00760e+08 -3.00853e+08 -2.31116e+08 2.97001e+06 -1.90068e+08 -3.02689e+08 4.65788e+08 0.0 -2.72376e+06 -1.12030e+07 1.81362e+05 1.13018e+06
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.30239e+05 -7.24583e+05 8.01006e+03 3.60078e+05 -3.53035e+05 -2.22353e+06 2.22405e+06 1.70883e+06 3.52535e+05 9.97994e+05 1.53305e+06 -2.72376e+06 0.0 1.10174e+06 -7.99500e+06 -3.97651e+04 2.20758e+06
-6.44604e+06 6.46295e+06 2.02415e+04 -3.23840e+06 3.25720e+06 -5.97731e+06 5.97900e+06 4.59337e+06 -3.25933e+06 6.84830e+06 1.22193e+07 -1.12030e+07 0.0 -7.99500e+06 1.21975e+08 2.04092e+05 -3.49586e+05
-5.51041e+03 5.21612e+03 -4.38954e+02 -2.49453e+03 2.11912e+03 1.23800e+05 -1.23828e+05 -9.51438e+04 -2.09179e+03 -7.24021e+04 -1.20439e+05 1.81362e+05 0.0 -3.97651e+04 2.04092e+05 2.14945e+03 -1.25171e+05
6.98094e+03 -1.62738e+04 -4.86572e+03 1.23985e+04 -2.01369e+04 1.03973e+06 -1.04062e+06 -7.98499e+05 2.12326e+04 -8.05780e+05 -9.21538e+05 1.13018e+06 0.0 2.20758e+06 -3.49586e+05 -1.25171e+05 1.69501e+08
