NoName[Time]	STAT5[Concentration]	STAT5p[Concentration]	STAT5p2c[Concentration]	data1[Concentration]	data2[Concentration]	frac_v1[Concentration]	frac_v2[Concentration]	frac_v4[Concentration]	STAT5p2n[Concentration]	frac_v3[Concentration]	Cytoplasm[Volume]	Nucleus[Volume]	r1[Value]	r3[Value]	r4[Value]	D[Value]	tao[Value]	r4_0[Value]	v1_0[Value]	smooth_D[Value]	smooth_D_slope[Value]	smooth_D_offset[Value]
47.4	0.523472	0.350163	0.0626315	0.475426	0.998899	0.439893	0.294255	0.160589	0.0955507	0.105263	1	1	0.5	2	1.35	0.0151166	6	1.35	1.19	0.0151166	-0.001341	0.07868
47.46	0.524711	0.349692	0.0624722	0.474636	0.999347	0.440934	0.293859	0.160212	0.0953264	0.104995	1	1	0.5	2	1.35	0.0150361	6	1.35	1.19	0.0150361	-0.001341	0.07868
47.52	0.525955	0.349218	0.0623123	0.473842	0.999798	0.441979	0.29346	0.159834	0.0951011	0.104727	1	1	0.5	2	1.35	0.0149557	6	1.35	1.19	0.0149557	-0.001341	0.07868
47.58	0.527206	0.348741	0.0621517	0.473044	1.00025	0.44303	0.29306	0.159454	0.0948749	0.104457	1	1	0.5	2	1.35	0.0148752	6	1.35	1.19	0.0148752	-0.001341	0.07868
47.64	0.528463	0.348261	0.0619903	0.472242	1.0007	0.444086	0.292656	0.159072	0.0946478	0.104185	1	1	0.5	2	1.35	0.0147948	6	1.35	1.19	0.0147948	-0.001341	0.07868
47.7	0.529725	0.347779	0.0618283	0.471435	1.00116	0.445147	0.292251	0.158689	0.0944197	0.103913	1	1	0.5	2	1.35	0.0147143	6	1.35	1.19	0.0147143	-0.001341	0.07868
47.76	0.530994	0.347294	0.0616655	0.470625	1.00162	0.446214	0.291843	0.158303	0.0941906	0.10364	1	1	0.5	2	1.35	0.0146338	6	1.35	1.19	0.0146338	-0.001341	0.07868
47.82	0.532269	0.346805	0.0615021	0.46981	1.00208	0.447285	0.291433	0.157917	0.0939605	0.103365	1	1	0.5	2	1.35	0.0145534	6	1.35	1.19	0.0145534	-0.001341	0.07868
47.88	0.533551	0.346314	0.0613379	0.46899	1.00254	0.448362	0.291021	0.157529	0.0937295	0.103089	1	1	0.5	2	1.35	0.0144729	6	1.35	1.19	0.0144729	-0.001341	0.07868
47.94	0.534838	0.345821	0.061173	0.468167	1.00301	0.449444	0.290606	0.157139	0.0934974	0.102812	1	1	0.5	2	1.35	0.0143925	6	1.35	1.19	0.0143925	-0.001341	0.07868
48	0.536132	0.345324	0.0610074	0.467339	1.00347	0.450531	0.290188	0.156747	0.0932644	0.102533	1	1	0.5	2	1.35	0.014312	6	1.35	1.19	0.014312	-0.001341	0.07868
48.06	0.537433	0.344824	0.0608411	0.466506	1.00394	0.451624	0.289768	0.156354	0.0930304	0.102254	1	1	0.5	2	1.35	0.0142315	6	1.35	1.19	0.0142315	-0.001341	0.07868
48.12	0.53874	0.344322	0.060674	0.46567	1.00441	0.452722	0.289346	0.155959	0.0927953	0.101973	1	1	0.5	2	1.35	0.0141511	6	1.35	1.19	0.0141511	-0.001341	0.07868
48.18	0.540053	0.343816	0.0605062	0.464828	1.00488	0.453826	0.288921	0.155562	0.0925593	0.101691	1	1	0.5	2	1.35	0.0140706	6	1.35	1.19	0.0140706	-0.001341	0.07868
48.24	0.541373	0.343307	0.0603376	0.463983	1.00536	0.454935	0.288494	0.155163	0.0923222	0.101408	1	1	0.5	2	1.35	0.0139902	6	1.35	1.19	0.0139902	-0.001341	0.07868
48.3	0.542699	0.342796	0.0601683	0.463132	1.00583	0.45605	0.288064	0.154763	0.0920841	0.101123	1	1	0.5	2	1.35	0.0139097	6	1.35	1.19	0.0139097	-0.001341	0.07868
48.36	0.544033	0.342281	0.0599983	0.462277	1.00631	0.45717	0.287631	0.154361	0.091845	0.100837	1	1	0.5	2	1.35	0.0138292	6	1.35	1.19	0.0138292	-0.001341	0.07868
48.42	0.545372	0.341763	0.0598275	0.461418	1.00679	0.458296	0.287196	0.153958	0.0916048	0.10055	1	1	0.5	2	1.35	0.0137488	6	1.35	1.19	0.0137488	-0.001341	0.07868
48.48	0.546719	0.341242	0.0596559	0.460554	1.00727	0.459428	0.286758	0.153552	0.0913636	0.100262	1	1	0.5	2	1.35	0.0136683	6	1.35	1.19	0.0136683	-0.001341	0.07868
48.54	0.548072	0.340718	0.0594836	0.459685	1.00776	0.460565	0.286317	0.153145	0.0911213	0.0999724	1	1	0.5	2	1.35	0.0135879	6	1.35	1.19	0.0135879	-0.001341	0.07868
48.6	0.549433	0.34019	0.0593105	0.458811	1.00824	0.461708	0.285874	0.152736	0.090878	0.0996815	1	1	0.5	2	1.35	0.0135074	6	1.35	1.19	0.0135074	-0.001341	0.07868
48.66	0.5508	0.33966	0.0591366	0.457933	1.00873	0.462857	0.285428	0.152325	0.0906336	0.0993893	1	1	0.5	2	1.35	0.0134269	6	1.35	1.19	0.0134269	-0.001341	0.07868
48.72	0.552174	0.339126	0.0589619	0.45705	1.00922	0.464012	0.28498	0.151913	0.0903882	0.0990957	1	1	0.5	2	1.35	0.0133465	6	1.35	1.19	0.0133465	-0.001341	0.07868
48.78	0.553555	0.338589	0.0587865	0.456162	1.00972	0.465172	0.284528	0.151498	0.0901416	0.0988008	1	1	0.5	2	1.35	0.013266	6	1.35	1.19	0.013266	-0.001341	0.07868
48.84	0.554943	0.338048	0.0586103	0.455269	1.01021	0.466339	0.284074	0.151082	0.089894	0.0985046	1	1	0.5	2	1.35	0.0131856	6	1.35	1.19	0.0131856	-0.001341	0.07868
48.9	0.556339	0.337504	0.0584332	0.454371	1.01071	0.467512	0.283617	0.150664	0.0896452	0.0982071	1	1	0.5	2	1.35	0.0131051	6	1.35	1.19	0.0131051	-0.001341	0.07868
48.96	0.557741	0.336957	0.0582554	0.453468	1.01121	0.46869	0.283157	0.150244	0.0893954	0.0979082	1	1	0.5	2	1.35	0.0130246	6	1.35	1.19	0.0130246	-0.001341	0.07868
49.02	0.559151	0.336406	0.0580767	0.45256	1.01171	0.469875	0.282694	0.149823	0.0891445	0.097608	1	1	0.5	2	1.35	0.0129442	6	1.35	1.19	0.0129442	-0.001341	0.07868
49.08	0.560568	0.335852	0.0578973	0.451647	1.01222	0.471066	0.282229	0.149399	0.0888924	0.0973064	1	1	0.5	2	1.35	0.0128637	6	1.35	1.19	0.0128637	-0.001341	0.07868
49.14	0.561993	0.335295	0.057717	0.450729	1.01272	0.472263	0.28176	0.148974	0.0886392	0.0970034	1	1	0.5	2	1.35	0.0127833	6	1.35	1.19	0.0127833	-0.001341	0.07868
49.2	0.563425	0.334734	0.0575359	0.449805	1.01323	0.473466	0.281289	0.148546	0.0883849	0.096699	1	1	0.5	2	1.35	0.0127028	6	1.35	1.19	0.0127028	-0.001341	0.07868
49.26	0.564864	0.334169	0.057354	0.448877	1.01374	0.474676	0.280814	0.148117	0.0881295	0.0963932	1	1	0.5	2	1.35	0.0126223	6	1.35	1.19	0.0126223	-0.001341	0.07868
49.32	0.566311	0.333601	0.0571712	0.447943	1.01425	0.475892	0.280337	0.147686	0.0878729	0.0960861	1	1	0.5	2	1.35	0.0125419	6	1.35	1.19	0.0125419	-0.001341	0.07868
49.38	0.567765	0.333029	0.0569876	0.447004	1.01477	0.477114	0.279856	0.147252	0.0876152	0.0957775	1	1	0.5	2	1.35	0.0124614	6	1.35	1.19	0.0124614	-0.001341	0.07868
49.44	0.569228	0.332453	0.0568032	0.44606	1.01529	0.478343	0.279373	0.146817	0.0873563	0.0954675	1	1	0.5	2	1.35	0.012381	6	1.35	1.19	0.012381	-0.001341	0.07868
49.5	0.570698	0.331874	0.0566179	0.44511	1.01581	0.479578	0.278886	0.14638	0.0870962	0.0951561	1	1	0.5	2	1.35	0.0123005	6	1.35	1.19	0.0123005	-0.001341	0.07868
49.56	0.572175	0.331291	0.0564317	0.444155	1.01633	0.48082	0.278396	0.145941	0.086835	0.0948433	1	1	0.5	2	1.35	0.01222	6	1.35	1.19	0.01222	-0.001341	0.07868
49.62	0.573661	0.330704	0.0562447	0.443194	1.01685	0.482068	0.277903	0.1455	0.0865726	0.094529	1	1	0.5	2	1.35	0.0121396	6	1.35	1.19	0.0121396	-0.001341	0.07868
49.68	0.575154	0.330114	0.0560569	0.442228	1.01738	0.483323	0.277407	0.145057	0.086309	0.0942132	1	1	0.5	2	1.35	0.0120591	6	1.35	1.19	0.0120591	-0.001341	0.07868
49.74	0.576656	0.329519	0.0558681	0.441256	1.01791	0.484585	0.276907	0.144612	0.0860442	0.093896	1	1	0.5	2	1.35	0.0119787	6	1.35	1.19	0.0119787	-0.001341	0.07868
49.8	0.578166	0.328921	0.0556785	0.440278	1.01844	0.485853	0.276404	0.144165	0.0857782	0.0935773	1	1	0.5	2	1.35	0.0118982	6	1.35	1.19	0.0118982	-0.001341	0.07868
49.86	0.579683	0.328319	0.055488	0.439295	1.01898	0.487129	0.275898	0.143716	0.0855109	0.0932571	1	1	0.5	2	1.35	0.0118177	6	1.35	1.19	0.0118177	-0.001341	0.07868
49.92	0.581209	0.327713	0.0552966	0.438306	1.01952	0.488411	0.275389	0.143265	0.0852425	0.0929354	1	1	0.5	2	1.35	0.0117373	6	1.35	1.19	0.0117373	-0.001341	0.07868
49.98	0.582743	0.327102	0.0551043	0.437311	1.02005	0.4897	0.274876	0.142811	0.0849728	0.0926122	1	1	0.5	2	1.35	0.0116568	6	1.35	1.19	0.0116568	-0.001341	0.07868
50.04	0.584283	0.326491	0.0549111	0.436313	1.0206	0.490994	0.274362	0.142356	0.0847019	0.0922875	1	1	0.5	2	1.35	0.0115835	6	1.35	1.19	0.0115835	-0.001163	0.06978
50.1	0.585821	0.325885	0.0547173	0.435319	1.02114	0.492287	0.273853	0.141899	0.0844298	0.0919618	1	1	0.5	2	1.35	0.0115137	6	1.35	1.19	0.0115137	-0.001163	0.06978
50.16	0.587357	0.325284	0.0545231	0.43433	1.02169	0.493577	0.273348	0.141439	0.0841565	0.0916355	1	1	0.5	2	1.35	0.0114439	6	1.35	1.19	0.0114439	-0.001163	0.06978
50.22	0.58889	0.324688	0.054329	0.433346	1.02224	0.494866	0.272847	0.140978	0.083882	0.0913092	1	1	0.5	2	1.35	0.0113741	6	1.35	1.19	0.0113741	-0.001163	0.06978
50.28	0.590421	0.324096	0.0541349	0.432365	1.02279	0.496152	0.272349	0.140515	0.0836065	0.0909831	1	1	0.5	2	1.35	0.0113044	6	1.35	1.19	0.0113044	-0.001163	0.06978
50.34	0.591951	0.323506	0.0539412	0.431389	1.02334	0.497438	0.271854	0.140051	0.0833302	0.0906574	1	1	0.5	2	1.35	0.0112346	6	1.35	1.19	0.0112346	-0.001163	0.06978
50.4	0.593479	0.322919	0.0537478	0.430415	1.02389	0.498722	0.271361	0.139585	0.083053	0.0903325	1	1	0.5	2	1.35	0.0111648	6	1.35	1.19	0.0111648	-0.001163	0.06978
50.46	0.595006	0.322334	0.0535549	0.429443	1.02445	0.500005	0.270868	0.139118	0.0827751	0.0900083	1	1	0.5	2	1.35	0.011095	6	1.35	1.19	0.011095	-0.001163	0.06978
50.52	0.596533	0.321749	0.0533625	0.428474	1.02501	0.501288	0.270377	0.13865	0.0824966	0.0896849	1	1	0.5	2	1.35	0.0110252	6	1.35	1.19	0.0110252	-0.001163	0.06978
50.58	0.598059	0.321165	0.0531706	0.427506	1.02556	0.50257	0.269886	0.138181	0.0822177	0.0893624	1	1	0.5	2	1.35	0.0109555	6	1.35	1.19	0.0109555	-0.001163	0.06978
50.64	0.599584	0.320581	0.0529792	0.426539	1.02612	0.503852	0.269396	0.137711	0.0819383	0.0890406	1	1	0.5	2	1.35	0.0108857	6	1.35	1.19	0.0108857	-0.001163	0.06978
50.7	0.60111	0.319996	0.0527882	0.425573	1.02668	0.505134	0.268904	0.137242	0.0816587	0.0887197	1	1	0.5	2	1.35	0.0108159	6	1.35	1.19	0.0108159	-0.001163	0.06978
50.76	0.602636	0.319411	0.0525977	0.424606	1.02724	0.506417	0.268412	0.136771	0.0813788	0.0883995	1	1	0.5	2	1.35	0.0107461	6	1.35	1.19	0.0107461	-0.001163	0.06978
50.82	0.604163	0.318824	0.0524076	0.423639	1.0278	0.5077	0.267919	0.1363	0.0810988	0.0880799	1	1	0.5	2	1.35	0.0106763	6	1.35	1.19	0.0106763	-0.001163	0.06978
50.88	0.605691	0.318236	0.0522177	0.422671	1.02836	0.508984	0.267425	0.13583	0.0808187	0.0877609	1	1	0.5	2	1.35	0.0106066	6	1.35	1.19	0.0106066	-0.001163	0.06978
50.94	0.607221	0.317646	0.0520282	0.421702	1.02892	0.51027	0.266929	0.135359	0.0805384	0.0874423	1	1	0.5	2	1.35	0.0105368	6	1.35	1.19	0.0105368	-0.001163	0.06978
51	0.608753	0.317053	0.0518388	0.420731	1.02948	0.511557	0.266431	0.134888	0.0802582	0.087124	1	1	0.5	2	1.35	0.010467	6	1.35	1.19	0.010467	-0.001163	0.06978
51.06	0.610286	0.316459	0.0516496	0.419758	1.03004	0.512846	0.265932	0.134417	0.0799779	0.086806	1	1	0.5	2	1.35	0.0103972	6	1.35	1.19	0.0103972	-0.001163	0.06978
51.12	0.611823	0.315861	0.0514604	0.418782	1.0306	0.514137	0.26543	0.133946	0.0796977	0.0864881	1	1	0.5	2	1.35	0.0103274	6	1.35	1.19	0.0103274	-0.001163	0.06978
51.18	0.613362	0.315261	0.0512713	0.417804	1.03117	0.51543	0.264925	0.133475	0.0794174	0.0861702	1	1	0.5	2	1.35	0.0102577	6	1.35	1.19	0.0102577	-0.001163	0.06978
51.24	0.614904	0.314658	0.051082	0.416822	1.03173	0.516726	0.264418	0.133004	0.0791371	0.0858522	1	1	0.5	2	1.35	0.0101879	6	1.35	1.19	0.0101879	-0.001163	0.06978
51.3	0.61645	0.314051	0.0508927	0.415837	1.03229	0.518025	0.263909	0.132533	0.0788569	0.0855339	1	1	0.5	2	1.35	0.0101181	6	1.35	1.19	0.0101181	-0.001163	0.06978
51.36	0.617999	0.313441	0.0507031	0.414847	1.03285	0.519327	0.263396	0.132061	0.0785766	0.0852154	1	1	0.5	2	1.35	0.0100483	6	1.35	1.19	0.0100483	-0.001163	0.06978
51.42	0.619553	0.312828	0.0505134	0.413854	1.03341	0.520633	0.26288	0.13159	0.0782962	0.0848964	1	1	0.5	2	1.35	0.00997854	6	1.35	1.19	0.00997854	-0.001163	0.06978
51.48	0.621111	0.312211	0.0503233	0.412857	1.03397	0.521942	0.262362	0.131119	0.0780158	0.0845769	1	1	0.5	2	1.35	0.00990876	6	1.35	1.19	0.00990876	-0.001163	0.06978
51.54	0.622674	0.31159	0.0501328	0.411855	1.03453	0.523256	0.26184	0.130647	0.0777352	0.0842568	1	1	0.5	2	1.35	0.00983898	6	1.35	1.19	0.00983898	-0.001163	0.06978
51.6	0.624242	0.310965	0.0499419	0.410849	1.03509	0.524573	0.261315	0.130176	0.0774545	0.083936	1	1	0.5	2	1.35	0.0097692	6	1.35	1.19	0.0097692	-0.001163	0.06978
51.66	0.625816	0.310336	0.0497506	0.409837	1.03565	0.525896	0.260786	0.129704	0.0771736	0.0836145	1	1	0.5	2	1.35	0.00969942	6	1.35	1.19	0.00969942	-0.001163	0.06978
51.72	0.627395	0.309703	0.0495588	0.40882	1.03621	0.527222	0.260254	0.129231	0.0768925	0.0832921	1	1	0.5	2	1.35	0.00962964	6	1.35	1.19	0.00962964	-0.001163	0.06978
51.78	0.628979	0.309066	0.0493664	0.407798	1.03678	0.528554	0.259719	0.128758	0.0766111	0.0829687	1	1	0.5	2	1.35	0.00955986	6	1.35	1.19	0.00955986	-0.001163	0.06978
51.84	0.63057	0.308424	0.0491734	0.406771	1.03734	0.529891	0.25918	0.128285	0.0763294	0.0826444	1	1	0.5	2	1.35	0.00949008	6	1.35	1.19	0.00949008	-0.001163	0.06978
51.9	0.632167	0.307779	0.0489798	0.405738	1.03791	0.531233	0.258637	0.127811	0.0760474	0.082319	1	1	0.5	2	1.35	0.0094203	6	1.35	1.19	0.0094203	-0.001163	0.06978
51.96	0.633771	0.307128	0.0487856	0.404699	1.03847	0.53258	0.258091	0.127336	0.0757649	0.0819925	1	1	0.5	2	1.35	0.00935052	6	1.35	1.19	0.00935052	-0.001163	0.06978
52.02	0.635381	0.306474	0.0485906	0.403655	1.03904	0.533934	0.257541	0.12686	0.075482	0.0816649	1	1	0.5	2	1.35	0.00928074	6	1.35	1.19	0.00928074	-0.001163	0.06978
52.08	0.636998	0.305815	0.0483949	0.402604	1.0396	0.535293	0.256987	0.126384	0.0751986	0.081336	1	1	0.5	2	1.35	0.00921096	6	1.35	1.19	0.00921096	-0.001163	0.06978
52.14	0.638623	0.305151	0.0481985	0.401548	1.04017	0.536658	0.256429	0.125907	0.0749146	0.0810059	1	1	0.5	2	1.35	0.00914118	6	1.35	1.19	0.00914118	-0.001163	0.06978
52.2	0.640255	0.304482	0.0480013	0.400485	1.04074	0.538029	0.255868	0.125429	0.07463	0.0806745	1	1	0.5	2	1.35	0.0090714	6	1.35	1.19	0.0090714	-0.001163	0.06978
52.26	0.641894	0.303809	0.0478033	0.399416	1.04131	0.539407	0.255302	0.124949	0.0743448	0.0803418	1	1	0.5	2	1.35	0.00900162	6	1.35	1.19	0.00900162	-0.001163	0.06978
52.32	0.643542	0.303131	0.0476045	0.398341	1.04188	0.540791	0.254732	0.124469	0.074059	0.0800076	1	1	0.5	2	1.35	0.00893184	6	1.35	1.19	0.00893184	-0.001163	0.06978
52.38	0.645197	0.302449	0.0474049	0.397259	1.04246	0.542182	0.254159	0.123987	0.0737724	0.0796721	1	1	0.5	2	1.35	0.00886206	6	1.35	1.19	0.00886206	-0.001163	0.06978
52.44	0.64686	0.301761	0.0472044	0.39617	1.04303	0.54358	0.253581	0.123504	0.073485	0.0793351	1	1	0.5	2	1.35	0.00879228	6	1.35	1.19	0.00879228	-0.001163	0.06978
52.5	0.648531	0.301069	0.047003	0.395075	1.04361	0.544984	0.252999	0.12302	0.0731968	0.0789967	1	1	0.5	2	1.35	0.0087225	6	1.35	1.19	0.0087225	-0.001163	0.06978
52.56	0.650211	0.300372	0.0468008	0.393973	1.04418	0.546396	0.252413	0.122534	0.0729078	0.0786568	1	1	0.5	2	1.35	0.00865272	6	1.35	1.19	0.00865272	-0.001163	0.06978
52.62	0.6519	0.299669	0.0465976	0.392865	1.04476	0.547815	0.251823	0.122047	0.0726179	0.0783153	1	1	0.5	2	1.35	0.00858294	6	1.35	1.19	0.00858294	-0.001163	0.06978
52.68	0.653597	0.298962	0.0463935	0.391749	1.04535	0.549241	0.251229	0.121558	0.0723271	0.0779723	1	1	0.5	2	1.35	0.00851316	6	1.35	1.19	0.00851316	-0.001163	0.06978
52.74	0.655303	0.29825	0.0461886	0.390627	1.04593	0.550674	0.25063	0.121068	0.0720354	0.0776278	1	1	0.5	2	1.35	0.00844338	6	1.35	1.19	0.00844338	-0.001163	0.06978
52.8	0.657017	0.297532	0.0459826	0.389497	1.04651	0.552116	0.250027	0.120576	0.0717426	0.0772817	1	1	0.5	2	1.35	0.0083736	6	1.35	1.19	0.0083736	-0.001163	0.06978
52.86	0.658741	0.296809	0.0457758	0.388361	1.0471	0.553564	0.24942	0.120082	0.0714489	0.076934	1	1	0.5	2	1.35	0.00830382	6	1.35	1.19	0.00830382	-0.001163	0.06978
52.92	0.660475	0.296081	0.0455679	0.387217	1.04769	0.555021	0.248808	0.119587	0.0711541	0.0765848	1	1	0.5	2	1.35	0.00823404	6	1.35	1.19	0.00823404	-0.001163	0.06978
52.98	0.662217	0.295348	0.0453591	0.386066	1.04828	0.556485	0.248192	0.119089	0.0708582	0.0762339	1	1	0.5	2	1.35	0.00816426	6	1.35	1.19	0.00816426	-0.001163	0.06978
53.04	0.663969	0.294609	0.0451494	0.384908	1.04888	0.557957	0.247571	0.11859	0.0705612	0.0758813	1	1	0.5	2	1.35	0.00809448	6	1.35	1.19	0.00809448	-0.001163	0.06978
53.1	0.665731	0.293865	0.0449387	0.383743	1.04947	0.559438	0.246946	0.118089	0.0702631	0.0755271	1	1	0.5	2	1.35	0.0080247	6	1.35	1.19	0.0080247	-0.001163	0.06978
53.16	0.667502	0.293116	0.0447269	0.38257	1.05007	0.560926	0.246316	0.117586	0.0699639	0.0751713	1	1	0.5	2	1.35	0.00795492	6	1.35	1.19	0.00795492	-0.001163	0.06978
53.22	0.669284	0.292361	0.0445142	0.38139	1.05067	0.562423	0.245682	0.117081	0.0696634	0.0748138	1	1	0.5	2	1.35	0.00788514	6	1.35	1.19	0.00788514	-0.001163	0.06978
53.28	0.671075	0.291601	0.0443005	0.380202	1.05128	0.563928	0.245043	0.116574	0.0693618	0.0744547	1	1	0.5	2	1.35	0.00781536	6	1.35	1.19	0.00781536	-0.001163	0.06978
53.34	0.672876	0.290835	0.0440858	0.379006	1.05188	0.565442	0.244399	0.116065	0.069059	0.0740938	1	1	0.5	2	1.35	0.00774558	6	1.35	1.19	0.00774558	-0.001163	0.06978
53.4	0.674687	0.290063	0.0438701	0.377803	1.05249	0.566964	0.24375	0.115554	0.0687548	0.0737312	1	1	0.5	2	1.35	0.0076758	6	1.35	1.19	0.0076758	-0.001163	0.06978
53.46	0.676509	0.289285	0.0436534	0.376592	1.0531	0.568495	0.243097	0.115041	0.0684495	0.073367	1	1	0.5	2	1.35	0.00760602	6	1.35	1.19	0.00760602	-0.001163	0.06978
53.52	0.678341	0.288502	0.0434356	0.375373	1.05371	0.570035	0.242439	0.114526	0.0681428	0.073001	1	1	0.5	2	1.35	0.00753624	6	1.35	1.19	0.00753624	-0.001163	0.06978
53.58	0.680184	0.287713	0.0432168	0.374147	1.05433	0.571583	0.241776	0.114008	0.0678349	0.0726333	1	1	0.5	2	1.35	0.00746646	6	1.35	1.19	0.00746646	-0.001163	0.06978
53.64	0.682037	0.286918	0.042997	0.372912	1.05495	0.57314	0.241108	0.113488	0.0675256	0.0722639	1	1	0.5	2	1.35	0.00739668	6	1.35	1.19	0.00739668	-0.001163	0.06978
53.7	0.683901	0.286117	0.0427762	0.371669	1.05557	0.574706	0.240434	0.112966	0.067215	0.0718927	1	1	0.5	2	1.35	0.0073269	6	1.35	1.19	0.0073269	-0.001163	0.06978
53.76	0.685775	0.28531	0.0425543	0.370419	1.05619	0.576282	0.239756	0.112442	0.0669031	0.0715198	1	1	0.5	2	1.35	0.00725712	6	1.35	1.19	0.00725712	-0.001163	0.06978
53.82	0.687661	0.284497	0.0423314	0.36916	1.05682	0.577866	0.239073	0.111916	0.0665897	0.0711451	1	1	0.5	2	1.35	0.00718734	6	1.35	1.19	0.00718734	-0.001163	0.06978
53.88	0.689558	0.283678	0.0421074	0.367892	1.05745	0.57946	0.238385	0.111387	0.066275	0.0707687	1	1	0.5	2	1.35	0.00711756	6	1.35	1.19	0.00711756	-0.001163	0.06978
53.94	0.691465	0.282852	0.0418823	0.366617	1.05808	0.581063	0.237691	0.110855	0.0659589	0.0703905	1	1	0.5	2	1.35	0.00704778	6	1.35	1.19	0.00704778	-0.001163	0.06978
54	0.693384	0.28202	0.0416562	0.365333	1.05872	0.582676	0.236992	0.110322	0.0656414	0.0700105	1	1	0.5	2	1.35	0.006978	6	1.35	1.19	0.006978	-0.001163	0.06978
54.06	0.695315	0.281182	0.0414291	0.36404	1.05935	0.584298	0.236287	0.109786	0.0653225	0.0696287	1	1	0.5	2	1.35	0.00690822	6	1.35	1.19	0.00690822	-0.001163	0.06978
54.12	0.697257	0.280337	0.0412008	0.362739	1.06	0.58593	0.235577	0.109247	0.0650022	0.0692451	1	1	0.5	2	1.35	0.00683844	6	1.35	1.19	0.00683844	-0.001163	0.06978
54.18	0.69921	0.279486	0.0409715	0.361429	1.06064	0.587572	0.234862	0.108707	0.0646804	0.0688597	1	1	0.5	2	1.35	0.00676866	6	1.35	1.19	0.00676866	-0.001163	0.06978
54.24	0.701176	0.278628	0.0407412	0.36011	1.06129	0.589223	0.234141	0.108163	0.0643571	0.0684725	1	1	0.5	2	1.35	0.00669888	6	1.35	1.19	0.00669888	-0.001163	0.06978
54.3	0.703153	0.277763	0.0405097	0.358783	1.06194	0.590884	0.233415	0.107617	0.0640324	0.0680835	1	1	0.5	2	1.35	0.0066291	6	1.35	1.19	0.0066291	-0.001163	0.06978
54.36	0.705141	0.276892	0.0402771	0.357446	1.06259	0.592556	0.232682	0.107069	0.0637062	0.0676926	1	1	0.5	2	1.35	0.00655932	6	1.35	1.19	0.00655932	-0.001163	0.06978
54.42	0.707142	0.276014	0.0400435	0.356101	1.06324	0.594237	0.231944	0.106518	0.0633785	0.0672999	1	1	0.5	2	1.35	0.00648954	6	1.35	1.19	0.00648954	-0.001163	0.06978
54.48	0.709156	0.275128	0.0398087	0.354746	1.0639	0.595929	0.2312	0.105965	0.0630493	0.0669054	1	1	0.5	2	1.35	0.00641976	6	1.35	1.19	0.00641976	-0.001163	0.06978
54.54	0.711181	0.274236	0.0395728	0.353382	1.06456	0.597631	0.23045	0.105409	0.0627186	0.066509	1	1	0.5	2	1.35	0.00634998	6	1.35	1.19	0.00634998	-0.001163	0.06978
54.6	0.713219	0.273337	0.0393359	0.352008	1.06523	0.599344	0.229695	0.104851	0.0623864	0.0661107	1	1	0.5	2	1.35	0.0062802	6	1.35	1.19	0.0062802	-0.001163	0.06978
54.66	0.715269	0.27243	0.0390978	0.350625	1.06589	0.601067	0.228933	0.10429	0.0620526	0.0657106	1	1	0.5	2	1.35	0.00621042	6	1.35	1.19	0.00621042	-0.001163	0.06978
54.72	0.717332	0.271516	0.0388586	0.349233	1.06657	0.6028	0.228165	0.103727	0.0617173	0.0653085	1	1	0.5	2	1.35	0.00614064	6	1.35	1.19	0.00614064	-0.001163	0.06978
54.78	0.719408	0.270594	0.0386182	0.347831	1.06724	0.604545	0.22739	0.10316	0.0613805	0.0649046	1	1	0.5	2	1.35	0.00607086	6	1.35	1.19	0.00607086	-0.001163	0.06978
54.84	0.721497	0.269665	0.0383767	0.346419	1.06792	0.6063	0.22661	0.102592	0.061042	0.0644987	1	1	0.5	2	1.35	0.00600108	6	1.35	1.19	0.00600108	-0.001163	0.06978
54.9	0.723599	0.268729	0.0381341	0.344997	1.0686	0.608066	0.225823	0.10202	0.0607021	0.064091	1	1	0.5	2	1.35	0.0059313	6	1.35	1.19	0.0059313	-0.001163	0.06978
54.96	0.725714	0.267785	0.0378904	0.343565	1.06928	0.609843	0.225029	0.101446	0.0603605	0.0636813	1	1	0.5	2	1.35	0.00586152	6	1.35	1.19	0.00586152	-0.001163	0.06978
55.02	0.727842	0.266832	0.0376455	0.342123	1.06997	0.611632	0.224229	0.100869	0.0600173	0.0632697	1	1	0.5	2	1.35	0.00579174	6	1.35	1.19	0.00579174	-0.001163	0.06978
55.08	0.729984	0.265872	0.0373994	0.340671	1.07065	0.613432	0.223422	0.10029	0.0596726	0.0628561	1	1	0.5	2	1.35	0.00572196	6	1.35	1.19	0.00572196	-0.001163	0.06978
55.14	0.732139	0.264904	0.0371522	0.339209	1.07135	0.615243	0.222609	0.099708	0.0593262	0.0624406	1	1	0.5	2	1.35	0.00565218	6	1.35	1.19	0.00565218	-0.001163	0.06978
55.2	0.734308	0.263928	0.0369038	0.337735	1.07204	0.617066	0.221788	0.0991231	0.0589783	0.0620232	1	1	0.5	2	1.35	0.0055824	6	1.35	1.19	0.0055824	-0.001163	0.06978
55.26	0.736491	0.262943	0.0366542	0.336252	1.07274	0.6189	0.220961	0.0985356	0.0586287	0.0616037	1	1	0.5	2	1.35	0.00551262	6	1.35	1.19	0.00551262	-0.001163	0.06978
55.32	0.738688	0.26195	0.0364035	0.334757	1.07345	0.620746	0.220126	0.0979453	0.0582774	0.0611823	1	1	0.5	2	1.35	0.00544284	6	1.35	1.19	0.00544284	-0.001163	0.06978
